hyperedge_id,parent_cell,daughter_1,daughter_2,members,birth_time,parent_x,parent_y,parent_z,hyperedge_weight
LIN_0601,MSaappp,MSaapppa,MSaapppp,MSaappp|MSaapppa|MSaapppp,270,380.3678003,240.5282224,14.49010841,1.0
LIN_0602,MSaapppa,mu bod,mu bod,MSaapppa|mu bod|mu bod,340,365.7540003,224.6740271,14.01671505,1.0
LIN_0603,MSaapppp,mu bod,mu bod,MSaapppp|mu bod|mu bod,370,398.5687151,226.9698387,13.99785752,1.0
LIN_0604,MSapaaa,MSapaaaa,mu bod,MSapaaa|MSapaaaa|mu bod,240,248.6757832,238.6793699,15.11826244,1.0
LIN_0605,MSapaaaa,GLRVL,GLRL,MSapaaaa|GLRVL|GLRL,370,223.1369071,241.8583125,15.0323648,1.0
LIN_0606,MSapaap,M,MSapaapa,MSapaap|M|MSapaapa,260,275.2733059,238.9830446,14.91397753,1.0
LIN_0607,MSapapa,mu bod,MSapapaa,MSapapa|mu bod|MSapapaa,240,292.2658742,235.9893688,15.06149186,1.0
LIN_0608,MSapapp,mu bod,mu bod,MSapapp|mu bod|mu bod,250,323.9897706,238.0699363,15.16396495,1.0
LIN_0609,MSappaa,Z4,hmc,MSappaa|Z4|hmc,265,325.2074549,237.672586,14.802916,1.0
LIN_0610,MSappap,MSappapa,mu bod,MSappap|MSappapa|mu bod,270,350.3766958,235.907514,14.63805489,1.0
LIN_0611,MSapppa,mu bod,mu bod,MSapppa|mu bod|mu bod,260,339.8781895,231.8999835,15.02152923,1.0
LIN_0612,MSapppp,mu bod,mu bod,MSapppp|mu bod|mu bod,260,372.4339253,235.214604,15.12550614,1.0
LIN_0613,MSpaaaa,MSpaaaaa,MSpaaaap,MSpaaaa|MSpaaaaa|MSpaaaap,230,242.6230558,260.7077704,14.95391648,1.0
LIN_0614,MSpaaaaa,MSpaaaaap,M4,MSpaaaaa|MSpaaaaap|M4,330,216.1000234,262.9460553,15.13483565,1.0
LIN_0615,MSpaaaap,m4DR,m3DR,MSpaaaap|m4DR|m3DR,290,245.0932559,261.956212,15.11547647,1.0
LIN_0616,MSpaaap,MSpaaapa,MSpaaapp,MSpaaap|MSpaaapa|MSpaaapp,235,278.7370432,262.5159757,14.96014125,1.0
LIN_0617,MSpaaapa,M5,I6,MSpaaapa|M5|I6,320,260.1679905,263.9755565,15.2711739,1.0
LIN_0618,MSpaaapp,m6D,m5DR,MSpaaapp|m6D|m5DR,300,288.6489226,261.6942145,15.19626358,1.0
LIN_0619,MSpaapa,MSpaapaa,MSpaapap,MSpaapa|MSpaapaa|MSpaapap,245,290.6779542,260.9994894,14.7323795,1.0
LIN_0620,MSpaapaa,MSpaapaap,M1,MSpaapaa|MSpaapaap|M1,325,265.9657408,264.0525458,15.04987658,1.0
LIN_0621,MSpaapap,vpi1,mc3DR,MSpaapap|vpi1|mc3DR,305,294.4524257,264.7819504,14.91031025,1.0
LIN_0622,MSpapaa,MSpapaap,MSpapaaa,MSpapaa|MSpapaap|MSpapaaa,235,332.4668597,252.4044505,14.43062224,1.0
LIN_0623,MSpapaaa,m5VR,m4VR,MSpapaaa|m5VR|m4VR,278,314.1334369,253.6684373,14.35942721,1.0
LIN_0624,MSpapaap,MSpapaapa,m7VR,MSpapaap|MSpapaapa|m7VR,275,339.6177201,255.910966,14.45212942,1.0
LIN_0625,MSpapaapa,g1AR,MSpapaapap,MSpapaapa|g1AR|MSpapaapap,380,331.3239316,282.0066239,14.59788462,1.0
LIN_0626,MSpapap,MSpapapa,MSpapapp,MSpapap|MSpapapa|MSpapapp,240,367.0615741,252.1530818,14.44580508,1.0
LIN_0627,MSpapapa,MSpapapap,g2R,MSpapapa|MSpapapap|g2R,355,345.0988499,254.2818127,14.28586002,1.0
LIN_0628,MSpapapp,m6VR,vpi2DR,MSpapapp|m6VR|vpi2DR,290,369.2974966,253.0882384,14.38015164,1.0
LIN_0629,MSpappa,mu bod,mu bod,MSpappa|mu bod|mu bod,270,383.9332104,251.3974338,14.34974254,1.0
LIN_0630,MSpappp,MSpapppa,MSpapppp,MSpappp|MSpapppa|MSpapppp,270,405.062321,252.7495781,14.41443157,1.0
LIN_0631,MSpapppa,mu bod,mu bod,MSpapppa|mu bod|mu bod,345,387.6895866,264.2695707,14.64206295,1.0
LIN_0632,MSpapppp,mu bod,mu bod,MSpapppp|mu bod|mu bod,365,411.6451719,260.6758683,14.2765932,1.0
LIN_0633,MSppaaa,mu bod,MSppaaaa,MSppaaa|mu bod|MSppaaaa,240,259.1671301,269.7302129,14.9018442,1.0
LIN_0634,MSppaap,mu int R,MSppaapa,MSppaap|mu int R|MSppaapa,260,294.3275064,269.1533071,14.886407,1.0
LIN_0635,MSppapa,mu bod,MSppapaa,MSppapa|mu bod|MSppapaa,240,308.1109183,272.673378,14.94709137,1.0
LIN_0636,MSppapaa,ccAR,ccPR,MSppapaa|ccAR|ccPR,440,274.7147701,276.8862033,15.1166963,1.0
LIN_0637,MSppapp,mu bod,mu bod,MSppapp|mu bod|mu bod,250,334.5367458,273.5620463,15.07858401,1.0
LIN_0638,MSpppaa,MSpppaaa,Z1,MSpppaa|MSpppaaa|Z1,265,330.8214114,266.8876261,14.68980172,1.0
LIN_0639,MSpppap,mu bod,MSpppapa,MSpppap|mu bod|MSpppapa,270,361.4226916,268.5623118,14.66990351,1.0
LIN_0640,MSppppa,mu bod,mu bod,MSppppa|mu bod|mu bod,260,348.9259686,275.1700697,14.98945799,1.0
LIN_0641,MSppppp,mu bod,mu bod,MSppppp|mu bod|mu bod,260,378.1478399,273.8802488,15.04143515,1.0
