motif_id,adult_A,adult_B,adult_C,embryo_A_wormbase_raw,embryo_B_wormbase_raw,embryo_C_wormbase_raw,embryo_A_sulston,embryo_B_sulston,embryo_C_sulston,synapses_A_to_B,synapses_A_to_C,synapses_B_to_C,total_synapses,hyperedge_weight_w_e,neurotransmitter_A,all_embryo_mapped
FFL_3791,RIML,RMFR,RMDL,AB plppaapap,G2.ar,AB alpppapad,ABplppaapap,G2.ar,ABalpppapa,1.0,1.0,2.0,4.0,1.609438,exc,True
FFL_3792,RIML,SAAVL,AVAL,AB plppaapap,AB plpaaaaaa,AB alppaaapa,ABplppaapap,ABplpaaaaaa,ABalppaaapa,3.0,1.0,17.0,21.0,3.091042,exc,True
FFL_3793,RIML,SAAVL,RMFR,AB plppaapap,AB plpaaaaaa,G2.ar,ABplppaapap,ABplpaaaaaa,G2.ar,3.0,1.0,2.0,6.0,1.94591,exc,True
FFL_3794,RIML,SAAVL,SMDDR,AB plppaapap,AB plpaaaaaa,AB prpapaaaa,ABplppaapap,ABplpaaaaaa,ABprpapaaaa,3.0,5.0,8.0,16.0,2.833213,exc,True
FFL_3795,RIML,SMDVL,SMDDR,AB plppaapap,AB alppappaa,AB prpapaaaa,ABplppaapap,ABalppappaa,ABprpapaaaa,1.0,5.0,4.0,10.0,2.397895,exc,True
FFL_3796,RIMR,ADAR,AIBL,AB prppaapap,AB prapaaaapp,AB plaapappa,ABprppaapap,ABprapaaaapp,ABplaapappa,1.0,4.0,1.0,6.0,1.94591,exc,True
FFL_3797,RIMR,ADAR,AVAL,AB prppaapap,AB prapaaaapp,AB alppaaapa,ABprppaapap,ABprapaaaapp,ABalppaaapa,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_3798,RIMR,ADAR,AVBL,AB prppaapap,AB prapaaaapp,AB plpaapaap,ABprppaapap,ABprapaaaapp,ABplpaapaap,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_3799,RIMR,ADAR,AVBR,AB prppaapap,AB prapaaaapp,AB prpaapaap,ABprppaapap,ABprapaaaapp,ABprpaapaap,1.0,5.0,5.0,11.0,2.484907,exc,True
FFL_3800,RIMR,ADAR,AVJL,AB prppaapap,AB prapaaaapp,AB alapapppa,ABprppaapap,ABprapaaaapp,ABalapapppa,1.0,1.0,3.0,5.0,1.791759,exc,True
FFL_3801,RIMR,AIBL,AVAL,AB prppaapap,AB plaapappa,AB alppaaapa,ABprppaapap,ABplaapappa,ABalppaaapa,4.0,2.0,2.0,8.0,2.197225,exc,True
FFL_3802,RIMR,AIBL,AVBL,AB prppaapap,AB plaapappa,AB plpaapaap,ABprppaapap,ABplaapappa,ABplpaapaap,4.0,2.0,5.0,11.0,2.484907,exc,True
FFL_3803,RIMR,AIBL,RIBR,AB prppaapap,AB plaapappa,AB prpaappap,ABprppaapap,ABplaapappa,ABprpaappap,4.0,1.0,4.0,9.0,2.302585,exc,True
FFL_3804,RIMR,AIBL,SMDDR,AB prppaapap,AB plaapappa,AB prpapaaaa,ABprppaapap,ABplaapappa,ABprpapaaaa,4.0,4.0,4.0,12.0,2.564949,exc,True
FFL_3805,RIMR,AVAL,AVBR,AB prppaapap,AB alppaaapa,AB prpaapaap,ABprppaapap,ABalppaaapa,ABprpaapaap,2.0,5.0,1.0,8.0,2.197225,exc,True
FFL_3806,RIMR,AVBL,AVAL,AB prppaapap,AB plpaapaap,AB alppaaapa,ABprppaapap,ABplpaapaap,ABalppaaapa,2.0,2.0,7.0,11.0,2.484907,exc,True
FFL_3807,RIMR,AVBL,AVBR,AB prppaapap,AB plpaapaap,AB prpaapaap,ABprppaapap,ABplpaapaap,ABprpaapaap,2.0,5.0,1.0,8.0,2.197225,exc,True
FFL_3808,RIMR,AVBR,AVAL,AB prppaapap,AB prpaapaap,AB alppaaapa,ABprppaapap,ABprpaapaap,ABalppaaapa,5.0,2.0,6.0,13.0,2.639057,exc,True
FFL_3809,RIMR,AVBR,AVBL,AB prppaapap,AB prpaapaap,AB plpaapaap,ABprppaapap,ABprpaapaap,ABplpaapaap,5.0,2.0,1.0,8.0,2.197225,exc,True
FFL_3810,RIMR,AVJL,AVBL,AB prppaapap,AB alapapppa,AB plpaapaap,ABprppaapap,ABalapapppa,ABplpaapaap,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_3811,RIMR,AVJL,AVBR,AB prppaapap,AB alapapppa,AB prpaapaap,ABprppaapap,ABalapapppa,ABprpaapaap,1.0,5.0,4.0,10.0,2.397895,exc,True
FFL_3812,RIMR,AVJL,RIS,AB prppaapap,AB alapapppa,AB prpappapa,ABprppaapap,ABalapapppa,ABprpappapa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_3813,RIMR,AVKL,AVBL,AB prppaapap,AB plpapapap,AB plpaapaap,ABprppaapap,ABplpapapap,ABplpaapaap,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_3814,RIMR,AVKL,RMFR,AB prppaapap,AB plpapapap,G2.ar,ABprppaapap,ABplpapapap,G2.ar,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_3815,RIMR,AVKL,SMDDR,AB prppaapap,AB plpapapap,AB prpapaaaa,ABprppaapap,ABplpapapap,ABprpapaaaa,1.0,4.0,1.0,6.0,1.94591,exc,True
FFL_3816,RIMR,RIBR,AIBL,AB prppaapap,AB prpaappap,AB plaapappa,ABprppaapap,ABprpaappap,ABplaapappa,1.0,4.0,1.0,6.0,1.94591,exc,True
FFL_3817,RIMR,RIBR,SMDDL,AB prppaapap,AB prpaappap,AB plpapaaaa,ABprppaapap,ABprpaappap,ABplpapaaaa,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_3818,RIMR,RIS,AVKL,AB prppaapap,AB prpappapa,AB plpapapap,ABprppaapap,ABprpappapa,ABplpapapap,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_3819,RIMR,RIS,RIBR,AB prppaapap,AB prpappapa,AB prpaappap,ABprppaapap,ABprpappapa,ABprpaappap,1.0,1.0,5.0,7.0,2.079442,exc,True
FFL_3820,RIMR,RIS,RMDL,AB prppaapap,AB prpappapa,AB alpppapad,ABprppaapap,ABprpappapa,ABalpppapa,1.0,3.0,2.0,6.0,1.94591,exc,True
FFL_3821,RIMR,RIS,RMDR,AB prppaapap,AB prpappapa,AB praaaapad,ABprppaapap,ABprpappapa,ABpraaaapa,1.0,1.0,4.0,6.0,1.94591,exc,True
FFL_3822,RIMR,RIS,SMDDR,AB prppaapap,AB prpappapa,AB prpapaaaa,ABprppaapap,ABprpappapa,ABprpapaaaa,1.0,4.0,2.0,7.0,2.079442,exc,True
FFL_3823,RIMR,RMDL,RMDR,AB prppaapap,AB alpppapad,AB praaaapad,ABprppaapap,ABalpppapa,ABpraaaapa,3.0,1.0,3.0,7.0,2.079442,exc,True
FFL_3824,RIMR,RMDL,RMFL,AB prppaapap,AB alpppapad,G2.al,ABprppaapap,ABalpppapa,G2.al,3.0,1.0,1.0,5.0,1.791759,exc,True
FFL_3825,RIMR,RMDR,AVKL,AB prppaapap,AB praaaapad,AB plpapapap,ABprppaapap,ABpraaaapa,ABplpapapap,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_3826,RIMR,RMDR,RIS,AB prppaapap,AB praaaapad,AB prpappapa,ABprppaapap,ABpraaaapa,ABprpappapa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_3827,RIMR,RMDR,RMDL,AB prppaapap,AB praaaapad,AB alpppapad,ABprppaapap,ABpraaaapa,ABalpppapa,1.0,3.0,1.0,5.0,1.791759,exc,True
FFL_3828,RIMR,RMFL,AVKL,AB prppaapap,G2.al,AB plpapapap,ABprppaapap,G2.al,ABplpapapap,1.0,1.0,4.0,6.0,1.94591,exc,True
FFL_3829,RIMR,RMFL,RMDR,AB prppaapap,G2.al,AB praaaapad,ABprppaapap,G2.al,ABpraaaapa,1.0,1.0,3.0,5.0,1.791759,exc,True
FFL_3830,RIMR,RMFR,AVKL,AB prppaapap,G2.ar,AB plpapapap,ABprppaapap,G2.ar,ABplpapapap,1.0,1.0,3.0,5.0,1.791759,exc,True
FFL_3831,RIMR,RMFR,RMDL,AB prppaapap,G2.ar,AB alpppapad,ABprppaapap,G2.ar,ABalpppapa,1.0,3.0,2.0,6.0,1.94591,exc,True
FFL_3832,RIMR,SAAVL,AIBL,AB prppaapap,AB plpaaaaaa,AB plaapappa,ABprppaapap,ABplpaaaaaa,ABplaapappa,3.0,4.0,1.0,8.0,2.197225,exc,True
FFL_3833,RIMR,SAAVL,AVAL,AB prppaapap,AB plpaaaaaa,AB alppaaapa,ABprppaapap,ABplpaaaaaa,ABalppaaapa,3.0,2.0,17.0,22.0,3.135494,exc,True
FFL_3834,RIMR,SAAVL,RMFR,AB prppaapap,AB plpaaaaaa,G2.ar,ABprppaapap,ABplpaaaaaa,G2.ar,3.0,1.0,2.0,6.0,1.94591,exc,True
FFL_3835,RIMR,SAAVL,SMDDR,AB prppaapap,AB plpaaaaaa,AB prpapaaaa,ABprppaapap,ABplpaaaaaa,ABprpapaaaa,3.0,4.0,8.0,15.0,2.772589,exc,True
FFL_3836,RIMR,SAAVR,SMDDL,AB prppaapap,AB prpaaaaaa,AB plpapaaaa,ABprppaapap,ABprpaaaaaa,ABplpapaaaa,3.0,2.0,6.0,11.0,2.484907,exc,True
FFL_3837,RIR,AIZL,DVA,AB prpapppaa,AB plapaaapav,AB prppppapp,ABprpapppaa,ABplapaaapa,ABprppppapp,3.0,2.0,1.0,6.0,1.94591,exc,True
FFL_3838,RIR,AIZL,RIAL,AB prpapppaa,AB plapaaapav,AB alapaapaa,ABprpapppaa,ABplapaaapa,ABalapaapaa,3.0,5.0,8.0,16.0,2.833213,exc,True
FFL_3839,RIR,AIZL,RIGL,AB prpapppaa,AB plapaaapav,AB plppappaa,ABprpapppaa,ABplapaaapa,ABplppappaa,3.0,1.0,1.0,5.0,1.791759,exc,True
FFL_3840,RIR,AIZR,DVA,AB prpapppaa,AB prapaaapav,AB prppppapp,ABprpapppaa,ABprapaaapa,ABprppppapp,5.0,2.0,1.0,8.0,2.197225,exc,True
FFL_3841,RIR,AIZR,RIAR,AB prpapppaa,AB prapaaapav,AB alaapppaa,ABprpapppaa,ABprapaaapa,ABalaapppaa,5.0,1.0,7.0,13.0,2.639057,exc,True
FFL_3842,RIR,AUAL,RIAL,AB prpapppaa,AB alpppppppp,AB alapaapaa,ABprpapppaa,ABalpppppppp,ABalapaapaa,1.0,5.0,5.0,11.0,2.484907,exc,True
FFL_3843,RIR,AWBR,AIZR,AB prpapppaa,AB praaappap,AB prapaaapav,ABprpapppaa,ABpraaappap,ABprapaaapa,1.0,5.0,4.0,10.0,2.397895,exc,True
FFL_3844,RIR,AWBR,RIAR,AB prpapppaa,AB praaappap,AB alaapppaa,ABprpapppaa,ABpraaappap,ABalaapppaa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_3845,RIR,BAGR,RIAL,AB prpapppaa,AB arappppap,AB alapaapaa,ABprpapppaa,ABarappppap,ABalapaapaa,1.0,5.0,5.0,11.0,2.484907,exc,True
FFL_3846,RIR,BAGR,RIGL,AB prpapppaa,AB arappppap,AB plppappaa,ABprpapppaa,ABarappppap,ABplppappaa,1.0,1.0,5.0,7.0,2.079442,exc,True
FFL_3847,RIR,DVA,AIZL,AB prpapppaa,AB prppppapp,AB plapaaapav,ABprpapppaa,ABprppppapp,ABplapaaapa,2.0,3.0,3.0,8.0,2.197225,exc,True
FFL_3848,RIR,DVA,AUAL,AB prpapppaa,AB prppppapp,AB alpppppppp,ABprpapppaa,ABprppppapp,ABalpppppppp,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_3849,RIR,DVA,RIAL,AB prpapppaa,AB prppppapp,AB alapaapaa,ABprpapppaa,ABprppppapp,ABalapaapaa,2.0,5.0,1.0,8.0,2.197225,exc,True
FFL_3850,RIR,DVA,RIAR,AB prpapppaa,AB prppppapp,AB alaapppaa,ABprpapppaa,ABprppppapp,ABalaapppaa,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_3851,RIR,HSNL,AIZL,AB prpapppaa,AB plapppappa,AB plapaaapav,ABprpapppaa,ABplapppappa,ABplapaaapa,1.0,3.0,2.0,6.0,1.94591,exc,True
FFL_3852,RIR,HSNL,AIZR,AB prpapppaa,AB plapppappa,AB prapaaapav,ABprpapppaa,ABplapppappa,ABprapaaapa,1.0,5.0,1.0,7.0,2.079442,exc,True
FFL_3853,RIR,HSNL,AWBR,AB prpapppaa,AB plapppappa,AB praaappap,ABprpapppaa,ABplapppappa,ABpraaappap,1.0,1.0,2.0,4.0,1.609438,exc,True
FFL_3854,RIR,PVPL,RIGL,AB prpapppaa,AB plppppaaa,AB plppappaa,ABprpapppaa,ABplppppaaa,ABplppappaa,1.0,1.0,2.0,4.0,1.609438,exc,True
FFL_3855,RIR,RIAL,RIAR,AB prpapppaa,AB alapaapaa,AB alaapppaa,ABprpapppaa,ABalapaapaa,ABalaapppaa,5.0,1.0,1.0,7.0,2.079442,exc,True
FFL_3856,RIR,RIAR,RIAL,AB prpapppaa,AB alaapppaa,AB alapaapaa,ABprpapppaa,ABalaapppaa,ABalapaapaa,1.0,5.0,4.0,10.0,2.397895,exc,True
FFL_3857,RIR,RIGL,AIZR,AB prpapppaa,AB plppappaa,AB prapaaapav,ABprpapppaa,ABplppappaa,ABprapaaapa,1.0,5.0,1.0,7.0,2.079442,exc,True
FFL_3858,RIR,RIGL,BAGR,AB prpapppaa,AB plppappaa,AB arappppap,ABprpapppaa,ABplppappaa,ABarappppap,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_3859,RIR,URXL,AUAL,AB prpapppaa,AB plaaaaappp,AB alpppppppp,ABprpapppaa,ABplaaaaappp,ABalpppppppp,5.0,1.0,5.0,11.0,2.484907,exc,True
FFL_3860,RIR,URXL,RIAL,AB prpapppaa,AB plaaaaappp,AB alapaapaa,ABprpapppaa,ABplaaaaappp,ABalapaapaa,5.0,5.0,8.0,18.0,2.944439,exc,True
FFL_3861,RIR,URXL,RIGL,AB prpapppaa,AB plaaaaappp,AB plppappaa,ABprpapppaa,ABplaaaaappp,ABplppappaa,5.0,1.0,3.0,9.0,2.302585,exc,True
FFL_3862,RIR,URXR,RIAR,AB prpapppaa,AB arpapaappp,AB alaapppaa,ABprpapppaa,ABarpapaappp,ABalaapppaa,1.0,1.0,3.0,5.0,1.791759,exc,True
FFL_3863,RIS,AVKL,AVEL,AB prpappapa,AB plpapapap,AB alpppaaaa,ABprpappapa,ABplpapapap,ABalpppaaaa,1.0,7.0,2.0,10.0,2.397895,inh,True
FFL_3864,RIS,AVKL,AVER,AB prpappapa,AB plpapapap,AB praaaaaaa,ABprpappapa,ABplpapapap,ABpraaaaaaa,1.0,7.0,1.0,9.0,2.302585,inh,True
FFL_3865,RIS,AVKL,RIML,AB prpappapa,AB plpapapap,AB plppaapap,ABprpappapa,ABplpapapap,ABplppaapap,1.0,1.0,2.0,4.0,1.609438,inh,True
FFL_3866,RIS,AVKL,RIMR,AB prpappapa,AB plpapapap,AB prppaapap,ABprpappapa,ABplpapapap,ABprppaapap,1.0,4.0,1.0,6.0,1.94591,inh,True
FFL_3867,RIS,AVKL,SMDDR,AB prpappapa,AB plpapapap,AB prpapaaaa,ABprpappapa,ABplpapapap,ABprpapaaaa,1.0,2.0,1.0,4.0,1.609438,inh,True
FFL_3868,RIS,AVKR,RIML,AB prpappapa,AB prpapapap,AB plppaapap,ABprpappapa,ABprpapapap,ABplppaapap,4.0,1.0,2.0,7.0,2.079442,inh,True
FFL_3869,RIS,AVKR,RIMR,AB prpappapa,AB prpapapap,AB prppaapap,ABprpappapa,ABprpapapap,ABprppaapap,4.0,4.0,2.0,10.0,2.397895,inh,True
FFL_3870,RIS,AVKR,RMDR,AB prpappapa,AB prpapapap,AB praaaapad,ABprpappapa,ABprpapapap,ABpraaaapa,4.0,4.0,1.0,9.0,2.302585,inh,True
FFL_3871,RIS,AVKR,SMDDR,AB prpappapa,AB prpapapap,AB prpapaaaa,ABprpappapa,ABprpapapap,ABprpapaaaa,4.0,2.0,2.0,8.0,2.197225,inh,True
FFL_3872,RIS,AVL,AVEL,AB prpappapa,AB prpappaap,AB alpppaaaa,ABprpappapa,ABprpappaap,ABalpppaaaa,2.0,7.0,1.0,10.0,2.397895,inh,True
FFL_3873,RIS,CEPDR,AVEL,AB prpappapa,AB arpapaappa,AB alpppaaaa,ABprpappapa,ABarpapaappa,ABalpppaaaa,1.0,7.0,6.0,14.0,2.70805,inh,True
FFL_3874,RIS,CEPDR,OLLR,AB prpappapa,AB arpapaappa,AB praaapapaa,ABprpappapa,ABarpapaappa,ABpraaapapaa,1.0,1.0,8.0,10.0,2.397895,inh,True
FFL_3875,RIS,CEPDR,RIBR,AB prpappapa,AB arpapaappa,AB prpaappap,ABprpappapa,ABarpapaappa,ABprpaappap,1.0,5.0,1.0,7.0,2.079442,inh,True
FFL_3876,RIS,CEPDR,RMDDL,AB prpappapa,AB arpapaappa,AB alpapapaa,ABprpappapa,ABarpapaappa,ABalpapapaa,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_3877,RIS,CEPVL,AVER,AB prpappapa,AB plpaappppa,AB praaaaaaa,ABprpappapa,ABplpaappppa,ABpraaaaaaa,2.0,7.0,3.0,12.0,2.564949,inh,True
FFL_3878,RIS,CEPVL,RMDDL,AB prpappapa,AB plpaappppa,AB alpapapaa,ABprpappapa,ABplpaappppa,ABalpapapaa,2.0,1.0,4.0,7.0,2.079442,inh,True
FFL_3879,RIS,CEPVR,AVEL,AB prpappapa,AB prpaappppa,AB alpppaaaa,ABprpappapa,ABprpaappppa,ABalpppaaaa,1.0,7.0,5.0,13.0,2.639057,inh,True
FFL_3880,RIS,CEPVR,OLLR,AB prpappapa,AB prpaappppa,AB praaapapaa,ABprpappapa,ABprpaappppa,ABpraaapapaa,1.0,1.0,7.0,9.0,2.302585,inh,True
FFL_3881,RIS,OLLR,AVEL,AB prpappapa,AB praaapapaa,AB alpppaaaa,ABprpappapa,ABpraaapapaa,ABalpppaaaa,1.0,7.0,16.0,24.0,3.218876,inh,True
FFL_3882,RIS,OLLR,CEPDR,AB prpappapa,AB praaapapaa,AB arpapaappa,ABprpappapa,ABpraaapapaa,ABarpapaappa,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_3883,RIS,OLLR,CEPVR,AB prpappapa,AB praaapapaa,AB prpaappppa,ABprpappapa,ABpraaapapaa,ABprpaappppa,1.0,1.0,6.0,8.0,2.197225,inh,True
FFL_3884,RIS,OLLR,RIBR,AB prpappapa,AB praaapapaa,AB prpaappap,ABprpappapa,ABpraaapapaa,ABprpaappap,1.0,5.0,10.0,16.0,2.833213,inh,True
FFL_3885,RIS,OLLR,RMDL,AB prpappapa,AB praaapapaa,AB alpppapad,ABprpappapa,ABpraaapapaa,ABalpppapa,1.0,2.0,3.0,6.0,1.94591,inh,True
FFL_3886,RIS,OLLR,SMDDR,AB prpappapa,AB praaapapaa,AB prpapaaaa,ABprpappapa,ABpraaapapaa,ABprpapaaaa,1.0,2.0,1.0,4.0,1.609438,inh,True
FFL_3887,RIS,OLLR,SMDVR,AB prpappapa,AB praaapapaa,AB arappppaa,ABprpappapa,ABpraaapapaa,ABarappppaa,1.0,1.0,3.0,5.0,1.791759,inh,True
FFL_3888,RIS,RIBL,AVEL,AB prpappapa,AB plpaappap,AB alpppaaaa,ABprpappapa,ABplpaappap,ABalpppaaaa,3.0,7.0,1.0,11.0,2.484907,inh,True
FFL_3889,RIS,RIBL,AVER,AB prpappapa,AB plpaappap,AB praaaaaaa,ABprpappapa,ABplpaappap,ABpraaaaaaa,3.0,7.0,5.0,15.0,2.772589,inh,True
FFL_3890,RIS,RIBL,SMDVR,AB prpappapa,AB plpaappap,AB arappppaa,ABprpappapa,ABplpaappap,ABarappppaa,3.0,1.0,2.0,6.0,1.94591,inh,True
FFL_3891,RIS,RIBR,AVEL,AB prpappapa,AB prpaappap,AB alpppaaaa,ABprpappapa,ABprpaappap,ABalpppaaaa,5.0,7.0,3.0,15.0,2.772589,inh,True
FFL_3892,RIS,RIBR,AVER,AB prpappapa,AB prpaappap,AB praaaaaaa,ABprpappapa,ABprpaappap,ABpraaaaaaa,5.0,7.0,1.0,13.0,2.639057,inh,True
FFL_3893,RIS,RIML,RIBL,AB prpappapa,AB plppaapap,AB plpaappap,ABprpappapa,ABplppaapap,ABplpaappap,1.0,3.0,1.0,5.0,1.791759,inh,True
FFL_3894,RIS,RIML,RMDL,AB prpappapa,AB plppaapap,AB alpppapad,ABprpappapa,ABplppaapap,ABalpppapa,1.0,2.0,1.0,4.0,1.609438,inh,True
FFL_3895,RIS,RIML,RMDR,AB prpappapa,AB plppaapap,AB praaaapad,ABprpappapa,ABplppaapap,ABpraaaapa,1.0,4.0,1.0,6.0,1.94591,inh,True
FFL_3896,RIS,RIML,SMDDR,AB prpappapa,AB plppaapap,AB prpapaaaa,ABprpappapa,ABplppaapap,ABprpapaaaa,1.0,2.0,5.0,8.0,2.197225,inh,True
FFL_3897,RIS,RIMR,AVKL,AB prpappapa,AB prppaapap,AB plpapapap,ABprpappapa,ABprppaapap,ABplpapapap,4.0,1.0,1.0,6.0,1.94591,inh,True
FFL_3898,RIS,RIMR,RIBR,AB prpappapa,AB prppaapap,AB prpaappap,ABprpappapa,ABprppaapap,ABprpaappap,4.0,5.0,1.0,10.0,2.397895,inh,True
FFL_3899,RIS,RIMR,RMDL,AB prpappapa,AB prppaapap,AB alpppapad,ABprpappapa,ABprppaapap,ABalpppapa,4.0,2.0,3.0,9.0,2.302585,inh,True
FFL_3900,RIS,RIMR,RMDR,AB prpappapa,AB prppaapap,AB praaaapad,ABprpappapa,ABprppaapap,ABpraaaapa,4.0,4.0,1.0,9.0,2.302585,inh,True
FFL_3901,RIS,RIMR,SMDDR,AB prpappapa,AB prppaapap,AB prpapaaaa,ABprpappapa,ABprppaapap,ABprpapaaaa,4.0,2.0,4.0,10.0,2.397895,inh,True
FFL_3902,RIS,RMDL,OLLR,AB prpappapa,AB alpppapad,AB praaapapaa,ABprpappapa,ABalpppapa,ABpraaapapaa,2.0,1.0,2.0,5.0,1.791759,inh,True
FFL_3903,RIS,RMDL,RMDR,AB prpappapa,AB alpppapad,AB praaaapad,ABprpappapa,ABalpppapa,ABpraaaapa,2.0,4.0,3.0,9.0,2.302585,inh,True
FFL_3904,RIS,RMDR,AVKL,AB prpappapa,AB praaaapad,AB plpapapap,ABprpappapa,ABpraaaapa,ABplpapapap,4.0,1.0,1.0,6.0,1.94591,inh,True
FFL_3905,RIS,RMDR,RIMR,AB prpappapa,AB praaaapad,AB prppaapap,ABprpappapa,ABpraaaapa,ABprppaapap,4.0,4.0,2.0,10.0,2.397895,inh,True
FFL_3906,RIS,RMDR,RMDDL,AB prpappapa,AB praaaapad,AB alpapapaa,ABprpappapa,ABpraaaapa,ABalpapapaa,4.0,1.0,1.0,6.0,1.94591,inh,True
FFL_3907,RIS,RMDR,RMDL,AB prpappapa,AB praaaapad,AB alpppapad,ABprpappapa,ABpraaaapa,ABalpppapa,4.0,2.0,1.0,7.0,2.079442,inh,True
FFL_3908,RIS,SMDVR,RMDDL,AB prpappapa,AB arappppaa,AB alpapapaa,ABprpappapa,ABarappppaa,ABalpapapaa,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_3909,RIS,URYVR,AVEL,AB prpappapa,AB prpaaappp,AB alpppaaaa,ABprpappapa,ABprpaaappp,ABalpppaaaa,1.0,7.0,6.0,14.0,2.70805,inh,True
FFL_3910,RIS,URYVR,RIBR,AB prpappapa,AB prpaaappp,AB prpaappap,ABprpappapa,ABprpaaappp,ABprpaappap,1.0,5.0,1.0,7.0,2.079442,inh,True
FFL_3911,RIVL,RIAL,RIAR,AB plpaapaaa,AB alapaapaa,AB alaapppaa,ABplpaapaaa,ABalapaapaa,ABalaapppaa,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_3912,RIVL,RIAL,RMDL,AB plpaapaaa,AB alapaapaa,AB alpppapad,ABplpaapaaa,ABalapaapaa,ABalpppapa,1.0,2.0,6.0,9.0,2.302585,inh,True
FFL_3913,RIVL,RIAL,SMDDR,AB plpaapaaa,AB alapaapaa,AB prpapaaaa,ABplpaapaaa,ABalapaapaa,ABprpapaaaa,1.0,1.0,10.0,12.0,2.564949,inh,True
FFL_3914,RIVL,RIAR,RIAL,AB plpaapaaa,AB alaapppaa,AB alapaapaa,ABplpaapaaa,ABalaapppaa,ABalapaapaa,1.0,1.0,4.0,6.0,1.94591,inh,True
FFL_3915,RIVL,RIAR,RMDL,AB plpaapaaa,AB alaapppaa,AB alpppapad,ABplpaapaaa,ABalaapppaa,ABalpppapa,1.0,2.0,3.0,6.0,1.94591,inh,True
FFL_3916,RIVL,RIAR,SAADR,AB plpaapaaa,AB alaapppaa,AB arapppapa,ABplpaapaaa,ABalaapppaa,ABarapppapa,1.0,3.0,1.0,5.0,1.791759,inh,True
FFL_3917,RIVL,RIAR,SMDDR,AB plpaapaaa,AB alaapppaa,AB prpapaaaa,ABplpaapaaa,ABalaapppaa,ABprpapaaaa,1.0,1.0,7.0,9.0,2.302585,inh,True
FFL_3918,RIVL,RMDL,RIAL,AB plpaapaaa,AB alpppapad,AB alapaapaa,ABplpaapaaa,ABalpppapa,ABalapaapaa,2.0,1.0,4.0,7.0,2.079442,inh,True
FFL_3919,RIVL,RMDL,RIAR,AB plpaapaaa,AB alpppapad,AB alaapppaa,ABplpaapaaa,ABalpppapa,ABalaapppaa,2.0,1.0,3.0,6.0,1.94591,inh,True
FFL_3920,RIVL,SMDDR,RIAL,AB plpaapaaa,AB prpapaaaa,AB alapaapaa,ABplpaapaaa,ABprpapaaaa,ABalapaapaa,1.0,1.0,2.0,4.0,1.609438,inh,True
FFL_3921,RIVL,SMDDR,RIAR,AB plpaapaaa,AB prpapaaaa,AB alaapppaa,ABplpaapaaa,ABprpapaaaa,ABalaapppaa,1.0,1.0,1.0,3.0,1.386294,inh,True
FFL_3922,RIVR,RIAL,RIAR,AB prpaapaaa,AB alapaapaa,AB alaapppaa,ABprpaapaaa,ABalapaapaa,ABalaapppaa,2.0,1.0,1.0,4.0,1.609438,inh,True
FFL_3923,RIVR,RIAL,RMDDL,AB prpaapaaa,AB alapaapaa,AB alpapapaa,ABprpaapaaa,ABalapaapaa,ABalpapapaa,2.0,1.0,12.0,15.0,2.772589,inh,True
FFL_3924,RIVR,RIAL,RMDR,AB prpaapaaa,AB alapaapaa,AB praaaapad,ABprpaapaaa,ABalapaapaa,ABpraaaapa,2.0,1.0,6.0,9.0,2.302585,inh,True
FFL_3925,RIVR,RIAL,RMDVR,AB prpaapaaa,AB alapaapaa,AB arapppaaa,ABprpaapaaa,ABalapaapaa,ABarapppaaa,2.0,1.0,11.0,14.0,2.70805,inh,True
FFL_3926,RIVR,RIAL,SMDDL,AB prpaapaaa,AB alapaapaa,AB plpapaaaa,ABprpaapaaa,ABalapaapaa,ABplpapaaaa,2.0,2.0,8.0,12.0,2.564949,inh,True
FFL_3927,RIVR,RIAL,SMDVR,AB prpaapaaa,AB alapaapaa,AB arappppaa,ABprpaapaaa,ABalapaapaa,ABarappppaa,2.0,2.0,11.0,15.0,2.772589,inh,True
FFL_3928,RIVR,RIAR,RIAL,AB prpaapaaa,AB alaapppaa,AB alapaapaa,ABprpaapaaa,ABalaapppaa,ABalapaapaa,1.0,2.0,4.0,7.0,2.079442,inh,True
FFL_3929,RIVR,RIAR,RMDDL,AB prpaapaaa,AB alaapppaa,AB alpapapaa,ABprpaapaaa,ABalaapppaa,ABalpapapaa,1.0,1.0,10.0,12.0,2.564949,inh,True
