motif_id,adult_A,adult_B,adult_C,embryo_A_wormbase_raw,embryo_B_wormbase_raw,embryo_C_wormbase_raw,embryo_A_sulston,embryo_B_sulston,embryo_C_sulston,synapses_A_to_B,synapses_A_to_C,synapses_B_to_C,total_synapses,hyperedge_weight_w_e,neurotransmitter_A,all_embryo_mapped
FFL_0693,ASIL,ASER,AIYL,AB plaapapppa,AB praaapppaa,AB plpapaaap,ABplaapapppa,ABpraaapppaa,ABplpapaaap,1.0,2.0,2.0,5.0,1.791759,exc,True
FFL_0694,ASIL,ASER,AWCL,AB plaapapppa,AB praaapppaa,AB plpaaaaap,ABplaapapppa,ABpraaapppaa,ABplpaaaaap,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0695,ASIL,ASER,AWCR,AB plaapapppa,AB praaapppaa,AB prpaaaaap,ABplaapapppa,ABpraaapppaa,ABprpaaaaap,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0696,ASIL,ASKL,AIBL,AB plaapapppa,AB alpppapppa,AB plaapappa,ABplaapapppa,ABalpppapppa,ABplaapappa,2.0,1.0,2.0,5.0,1.791759,exc,True
FFL_0697,ASIL,AWCL,AIBL,AB plaapapppa,AB plpaaaaap,AB plaapappa,ABplaapapppa,ABplpaaaaap,ABplaapappa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0698,ASIL,AWCL,AIYL,AB plaapapppa,AB plpaaaaap,AB plpapaaap,ABplaapapppa,ABplpaaaaap,ABplpapaaap,1.0,2.0,10.0,13.0,2.639057,exc,True
FFL_0699,ASIL,AWCL,AWCR,AB plaapapppa,AB plpaaaaap,AB prpaaaaap,ABplaapapppa,ABplpaaaaap,ABprpaaaaap,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0700,ASIL,AWCR,AIYL,AB plaapapppa,AB prpaaaaap,AB plpapaaap,ABplaapapppa,ABprpaaaaap,ABplpapaaap,1.0,2.0,4.0,7.0,2.079442,exc,True
FFL_0701,ASIL,AWCR,AWCL,AB plaapapppa,AB prpaaaaap,AB plpaaaaap,ABplaapapppa,ABprpaaaaap,ABplpaaaaap,1.0,1.0,5.0,7.0,2.079442,exc,True
FFL_0702,ASIR,AIAL,AWCR,AB praapapppa,AB plppaappa,AB prpaaaaap,ABpraapapppa,ABplppaappa,ABprpaaaaap,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0703,ASIR,AIAR,AIBR,AB praapapppa,AB prppaappa,AB praapappa,ABpraapapppa,ABprppaappa,ABpraapappa,3.0,1.0,14.0,18.0,2.944439,exc,True
FFL_0704,ASIR,AIAR,AWCL,AB praapapppa,AB prppaappa,AB plpaaaaap,ABpraapapppa,ABprppaappa,ABplpaaaaap,3.0,1.0,1.0,5.0,1.791759,exc,True
FFL_0705,ASIR,AIAR,AWCR,AB praapapppa,AB prppaappa,AB prpaaaaap,ABpraapapppa,ABprppaappa,ABprpaaaaap,3.0,1.0,3.0,7.0,2.079442,exc,True
FFL_0706,ASIR,ASEL,AIAL,AB praapapppa,AB alppppppaa,AB plppaappa,ABpraapapppa,ABalppppppaa,ABplppaappa,2.0,1.0,3.0,6.0,1.94591,exc,True
FFL_0707,ASIR,ASEL,AIBR,AB praapapppa,AB alppppppaa,AB praapappa,ABpraapapppa,ABalppppppaa,ABpraapappa,2.0,1.0,2.0,5.0,1.791759,exc,True
FFL_0708,ASIR,ASEL,AWCL,AB praapapppa,AB alppppppaa,AB plpaaaaap,ABpraapapppa,ABalppppppaa,ABplpaaaaap,2.0,1.0,4.0,7.0,2.079442,exc,True
FFL_0709,ASIR,ASEL,AWCR,AB praapapppa,AB alppppppaa,AB prpaaaaap,ABpraapapppa,ABalppppppaa,ABprpaaaaap,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_0710,ASIR,ASHR,AIAR,AB praapapppa,AB prpaappaa,AB prppaappa,ABpraapapppa,ABprpaappaa,ABprppaappa,1.0,3.0,10.0,14.0,2.70805,exc,True
FFL_0711,ASIR,ASHR,AIBR,AB praapapppa,AB prpaappaa,AB praapappa,ABpraapapppa,ABprpaappaa,ABpraapappa,1.0,1.0,3.0,5.0,1.791759,exc,True
FFL_0712,ASIR,AWCL,AIAL,AB praapapppa,AB plpaaaaap,AB plppaappa,ABpraapapppa,ABplpaaaaap,ABplppaappa,1.0,1.0,2.0,4.0,1.609438,exc,True
FFL_0713,ASIR,AWCL,AIAR,AB praapapppa,AB plpaaaaap,AB prppaappa,ABpraapapppa,ABplpaaaaap,ABprppaappa,1.0,3.0,4.0,8.0,2.197225,exc,True
FFL_0714,ASIR,AWCL,AIBR,AB praapapppa,AB plpaaaaap,AB praapappa,ABpraapapppa,ABplpaaaaap,ABpraapappa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0715,ASIR,AWCL,ASEL,AB praapapppa,AB plpaaaaap,AB alppppppaa,ABpraapapppa,ABplpaaaaap,ABalppppppaa,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_0716,ASIR,AWCL,AWCR,AB praapapppa,AB plpaaaaap,AB prpaaaaap,ABpraapapppa,ABplpaaaaap,ABprpaaaaap,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0717,ASIR,AWCR,AIAR,AB praapapppa,AB prpaaaaap,AB prppaappa,ABpraapapppa,ABprpaaaaap,ABprppaappa,1.0,3.0,1.0,5.0,1.791759,exc,True
FFL_0718,ASIR,AWCR,AIBR,AB praapapppa,AB prpaaaaap,AB praapappa,ABpraapapppa,ABprpaaaaap,ABpraapappa,1.0,1.0,4.0,6.0,1.94591,exc,True
FFL_0719,ASIR,AWCR,ASEL,AB praapapppa,AB prpaaaaap,AB alppppppaa,ABpraapapppa,ABprpaaaaap,ABalppppppaa,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_0720,ASIR,AWCR,AWCL,AB praapapppa,AB prpaaaaap,AB plpaaaaap,ABpraapapppa,ABprpaaaaap,ABplpaaaaap,1.0,1.0,5.0,7.0,2.079442,exc,True
FFL_0721,ASJL,HSNL,ASKL,AB alpppppppa,AB plapppappa,AB alpppapppa,ABalpppppppa,ABplapppappa,ABalpppapppa,1.0,4.0,1.0,6.0,1.94591,exc,True
FFL_0722,ASJL,HSNL,HSNR,AB alpppppppa,AB plapppappa,AB prapppappa,ABalpppppppa,ABplapppappa,ABprapppappa,1.0,1.0,3.0,5.0,1.791759,exc,True
FFL_0723,ASJL,HSNR,HSNL,AB alpppppppa,AB prapppappa,AB plapppappa,ABalpppppppa,ABprapppappa,ABplapppappa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0724,ASJL,PVQL,ASKL,AB alpppppppa,AB plapppaaa,AB alpppapppa,ABalpppppppa,ABplapppaaa,ABalpppapppa,14.0,4.0,4.0,22.0,3.135494,exc,True
FFL_0725,ASJL,PVQL,HSNL,AB alpppppppa,AB plapppaaa,AB plapppappa,ABalpppppppa,ABplapppaaa,ABplapppappa,14.0,1.0,2.0,17.0,2.890372,exc,True
FFL_0726,ASJR,HSNR,PVQR,AB praaappppa,AB prapppappa,AB prapppaaa,ABpraaappppa,ABprapppappa,ABprapppaaa,1.0,13.0,1.0,15.0,2.772589,exc,True
FFL_0727,ASJR,PVQR,ASKR,AB praaappppa,AB prapppaaa,AB praaaapppa,ABpraaappppa,ABprapppaaa,ABpraaaapppa,13.0,4.0,4.0,21.0,3.091042,exc,True
FFL_0728,ASJR,PVQR,HSNR,AB praaappppa,AB prapppaaa,AB prapppappa,ABpraaappppa,ABprapppaaa,ABprapppappa,13.0,1.0,1.0,15.0,2.772589,exc,True
FFL_0729,ASKL,AIAL,AIBL,AB alpppapppa,AB plppaappa,AB plaapappa,ABalpppapppa,ABplppaappa,ABplaapappa,11.0,2.0,10.0,23.0,3.178054,exc,True
FFL_0730,ASKL,AIAL,AIML,AB alpppapppa,AB plppaappa,AB plpaapppa,ABalpppapppa,ABplppaappa,ABplpaapppa,11.0,2.0,2.0,15.0,2.772589,exc,True
FFL_0731,ASKL,AIML,AIAL,AB alpppapppa,AB plpaapppa,AB plppaappa,ABalpppapppa,ABplpaapppa,ABplppaappa,2.0,11.0,5.0,18.0,2.944439,exc,True
FFL_0732,ASKR,AIAR,AWAR,AB praaaapppa,AB prppaappa,AB praapapaa,ABpraaaapppa,ABprppaappa,ABpraapapaa,11.0,1.0,1.0,13.0,2.639057,exc,True
FFL_0733,ASKR,AIAR,RIFR,AB praaaapppa,AB prppaappa,AB prppapaaap,ABpraaaapppa,ABprppaappa,ABprppapaaap,11.0,1.0,2.0,14.0,2.70805,exc,True
FFL_0734,ASKR,AIMR,AIAR,AB praaaapppa,AB prpaapppa,AB prppaappa,ABpraaaapppa,ABprpaapppa,ABprppaappa,1.0,11.0,5.0,17.0,2.890372,exc,True
FFL_0735,ASKR,AIMR,RIFR,AB praaaapppa,AB prpaapppa,AB prppapaaap,ABpraaaapppa,ABprpaapppa,ABprppapaaap,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0736,ASKR,AWAR,RIFR,AB praaaapppa,AB praapapaa,AB prppapaaap,ABpraaaapppa,ABpraapapaa,ABprppapaaap,1.0,1.0,2.0,4.0,1.609438,exc,True
FFL_0737,AUAL,AVDR,AVAL,AB alpppppppp,AB alaaapprl,AB alppaaapa,ABalpppppppp,ABalaaapprl,ABalppaaapa,1.0,3.0,16.0,20.0,3.044522,exc,True
FFL_0738,AUAL,AVEL,AVAL,AB alpppppppp,AB alpppaaaa,AB alppaaapa,ABalpppppppp,ABalpppaaaa,ABalppaaapa,3.0,3.0,12.0,18.0,2.944439,exc,True
FFL_0739,AUAL,RIBL,AVAL,AB alpppppppp,AB plpaappap,AB alppaaapa,ABalpppppppp,ABplpaappap,ABalppaaapa,9.0,3.0,1.0,13.0,2.639057,exc,True
FFL_0740,AUAL,RIBL,AVDR,AB alpppppppp,AB plpaappap,AB alaaapprl,ABalpppppppp,ABplpaappap,ABalaaapprl,9.0,1.0,1.0,11.0,2.484907,exc,True
FFL_0741,AUAL,RIBL,AVEL,AB alpppppppp,AB plpaappap,AB alpppaaaa,ABalpppppppp,ABplpaappap,ABalpppaaaa,9.0,3.0,1.0,13.0,2.639057,exc,True
FFL_0742,AUAL,RIBL,RIAL,AB alpppppppp,AB plpaappap,AB alapaapaa,ABalpppppppp,ABplpaappap,ABalapaapaa,9.0,5.0,3.0,17.0,2.890372,exc,True
FFL_0743,AUAR,AIYR,RIAR,AB praaappppp,AB prpapaaap,AB alaapppaa,ABpraaappppp,ABprpapaaap,ABalaapppaa,1.0,6.0,6.0,13.0,2.639057,exc,True
FFL_0744,AUAR,AIYR,RIBR,AB praaappppp,AB prpapaaap,AB prpaappap,ABpraaappppp,ABprpapaaap,ABprpaappap,1.0,13.0,2.0,16.0,2.833213,exc,True
FFL_0745,AUAR,AVAR,AVER,AB praaappppp,AB alaappapa,AB praaaaaaa,ABpraaappppp,ABalaappapa,ABpraaaaaaa,1.0,4.0,2.0,7.0,2.079442,exc,True
FFL_0746,AUAR,AVER,AVAR,AB praaappppp,AB praaaaaaa,AB alaappapa,ABpraaappppp,ABpraaaaaaa,ABalaappapa,4.0,1.0,16.0,21.0,3.091042,exc,True
FFL_0747,AUAR,RIBR,AVAR,AB praaappppp,AB prpaappap,AB alaappapa,ABpraaappppp,ABprpaappap,ABalaappapa,13.0,1.0,2.0,16.0,2.833213,exc,True
FFL_0748,AUAR,RIBR,AVER,AB praaappppp,AB prpaappap,AB praaaaaaa,ABpraaappppp,ABprpaappap,ABpraaaaaaa,13.0,4.0,1.0,18.0,2.944439,exc,True
FFL_0749,AUAR,RIBR,RIAR,AB praaappppp,AB prpaappap,AB alaapppaa,ABpraaappppp,ABprpaappap,ABalaapppaa,13.0,6.0,2.0,21.0,3.091042,exc,True
FFL_0750,AUAR,URXR,AVER,AB praaappppp,AB arpapaappp,AB praaaaaaa,ABpraaappppp,ABarpapaappp,ABpraaaaaaa,1.0,4.0,2.0,7.0,2.079442,exc,True
FFL_0751,AUAR,URXR,RIAR,AB praaappppp,AB arpapaappp,AB alaapppaa,ABpraaappppp,ABarpapaappp,ABalaapppaa,1.0,6.0,3.0,10.0,2.397895,exc,True
FFL_0752,AVAL,AS3,DA3,AB alppaaapa,P3.apa,AB prppapapa,ABalppaaapa,P3apa,ABprppapapa,1.0,6.0,1.0,8.0,2.197225,exc,True
FFL_0753,AVAL,AS4,AS5,AB alppaaapa,P4.apa,P5.apa,ABalppaaapa,P4apa,P5apa,1.0,3.0,1.0,5.0,1.791759,exc,True
FFL_0754,AVAL,AS9,AVAR,AB alppaaapa,P9.apa,AB alaappapa,ABalppaaapa,P9apa,ABalaappapa,8.0,2.0,1.0,11.0,2.484907,exc,True
FFL_0755,AVAL,AVAR,AS10,AB alppaaapa,AB alaappapa,P10.apa,ABalppaaapa,ABalaappapa,P10apa,2.0,2.0,1.0,5.0,1.791759,exc,True
FFL_0756,AVAL,AVAR,AS11,AB alppaaapa,AB alaappapa,P11.apa,ABalppaaapa,ABalaappapa,P11apa,2.0,4.0,6.0,12.0,2.564949,exc,True
FFL_0757,AVAL,AVAR,AS2,AB alppaaapa,AB alaappapa,P2.apa,ABalppaaapa,ABalaappapa,P2apa,2.0,1.0,2.0,5.0,1.791759,exc,True
FFL_0758,AVAL,AVAR,AS3,AB alppaaapa,AB alaappapa,P3.apa,ABalppaaapa,ABalaappapa,P3apa,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_0759,AVAL,AVAR,AS4,AB alppaaapa,AB alaappapa,P4.apa,ABalppaaapa,ABalaappapa,P4apa,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_0760,AVAL,AVAR,AS5,AB alppaaapa,AB alaappapa,P5.apa,ABalppaaapa,ABalaappapa,P5apa,2.0,3.0,1.0,6.0,1.94591,exc,True
FFL_0761,AVAL,AVAR,AS7,AB alppaaapa,AB alaappapa,P7.apa,ABalppaaapa,ABalaappapa,P7apa,2.0,8.0,3.0,13.0,2.639057,exc,True
FFL_0762,AVAL,AVAR,AS8,AB alppaaapa,AB alaappapa,P8.apa,ABalppaaapa,ABalaappapa,P8apa,2.0,5.0,6.0,13.0,2.639057,exc,True
FFL_0763,AVAL,AVAR,AS9,AB alppaaapa,AB alaappapa,P9.apa,ABalppaaapa,ABalaappapa,P9apa,2.0,8.0,5.0,15.0,2.772589,exc,True
FFL_0764,AVAL,AVAR,AVDL,AB alppaaapa,AB alaappapa,AB alaaapalr,ABalppaaapa,ABalaappapa,ABalaaapalr,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_0765,AVAL,AVAR,DA1,AB alppaaapa,AB alaappapa,AB prppapaap,ABalppaaapa,ABalaappapa,ABprppapaap,2.0,2.0,2.0,6.0,1.94591,exc,True
FFL_0766,AVAL,AVAR,DA2,AB alppaaapa,AB alaappapa,AB plppapapa,ABalppaaapa,ABalaappapa,ABplppapapa,2.0,2.0,2.0,6.0,1.94591,exc,True
FFL_0767,AVAL,AVAR,DA3,AB alppaaapa,AB alaappapa,AB prppapapa,ABalppaaapa,ABalaappapa,ABprppapapa,2.0,6.0,3.0,11.0,2.484907,exc,True
FFL_0768,AVAL,AVAR,DA4,AB alppaaapa,AB alaappapa,AB plppapapp,ABalppaaapa,ABalaappapa,ABplppapapp,2.0,7.0,6.0,15.0,2.772589,exc,True
FFL_0769,AVAL,AVAR,DA5,AB alppaaapa,AB alaappapa,AB prppapapp,ABalppaaapa,ABalaappapa,ABprppapapp,2.0,7.0,2.0,11.0,2.484907,exc,True
FFL_0770,AVAL,AVAR,DA6,AB alppaaapa,AB alaappapa,AB plpppaaap,ABalppaaapa,ABalaappapa,ABplpppaaap,2.0,11.0,11.0,24.0,3.218876,exc,True
FFL_0771,AVAL,AVAR,DA7,AB alppaaapa,AB alaappapa,AB prpppaaap,ABalppaaapa,ABalaappapa,ABprpppaaap,2.0,2.0,3.0,7.0,2.079442,exc,True
FFL_0772,AVAL,AVAR,DA8,AB alppaaapa,AB alaappapa,AB prpapappp,ABalppaaapa,ABalaappapa,ABprpapappp,2.0,4.0,8.0,14.0,2.70805,exc,True
FFL_0773,AVAL,AVAR,DA9,AB alppaaapa,AB alaappapa,AB plpppaaaa,ABalppaaapa,ABalaappapa,ABplpppaaaa,2.0,3.0,2.0,7.0,2.079442,exc,True
FFL_0774,AVAL,AVAR,DB5,AB alppaaapa,AB alaappapa,AB plpapappp,ABalppaaapa,ABalaappapa,ABplpapappp,2.0,2.0,1.0,5.0,1.791759,exc,True
FFL_0775,AVAL,AVAR,DB6,AB alppaaapa,AB alaappapa,AB plppaappp,ABalppaaapa,ABalaappapa,ABplppaappp,2.0,1.0,5.0,8.0,2.197225,exc,True
FFL_0776,AVAL,AVAR,LUAL,AB alppaaapa,AB alaappapa,AB plpppaapap,ABalppaaapa,ABalaappapa,ABplpppaapap,2.0,1.0,1.0,4.0,1.609438,exc,True
FFL_0777,AVAL,AVAR,PVCL,AB alppaaapa,AB alaappapa,AB plpppaapaa,ABalppaaapa,ABalaappapa,ABplpppaapaa,2.0,10.0,7.0,19.0,2.995732,exc,True
FFL_0778,AVAL,AVAR,PVCR,AB alppaaapa,AB alaappapa,AB prpppaapaa,ABalppaaapa,ABalaappapa,ABprpppaapaa,2.0,6.0,5.0,13.0,2.639057,exc,True
FFL_0779,AVAL,AVAR,VA10,AB alppaaapa,AB alaappapa,P10.aaaa,ABalppaaapa,ABalaappapa,P10aaaa,2.0,5.0,4.0,11.0,2.484907,exc,True
FFL_0780,AVAL,AVAR,VA11,AB alppaaapa,AB alaappapa,P11.aaaa,ABalppaaapa,ABalaappapa,P11aaaa,2.0,6.0,8.0,16.0,2.833213,exc,True
FFL_0781,AVAL,AVAR,VA2,AB alppaaapa,AB alaappapa,P2.aaaa,ABalppaaapa,ABalaappapa,P2aaaa,2.0,1.0,2.0,5.0,1.791759,exc,True
FFL_0782,AVAL,AVAR,VA3,AB alppaaapa,AB alaappapa,P3.aaaa,ABalppaaapa,ABalaappapa,P3aaaa,2.0,2.0,5.0,9.0,2.302585,exc,True
FFL_0783,AVAL,AVAR,VA4,AB alppaaapa,AB alaappapa,P4.aaaa,ABalppaaapa,ABalaappapa,P4aaaa,2.0,2.0,2.0,6.0,1.94591,exc,True
FFL_0784,AVAL,AVAR,VA5,AB alppaaapa,AB alaappapa,P5.aaaa,ABalppaaapa,ABalaappapa,P5aaaa,2.0,3.0,1.0,6.0,1.94591,exc,True
FFL_0785,AVAL,AVAR,VA6,AB alppaaapa,AB alaappapa,P6.aaaa,ABalppaaapa,ABalaappapa,P6aaaa,2.0,4.0,3.0,9.0,2.302585,exc,True
FFL_0786,AVAL,AVAR,VA8,AB alppaaapa,AB alaappapa,P8.aaaa,ABalppaaapa,ABalaappapa,P8aaaa,2.0,9.0,12.0,23.0,3.178054,exc,True
FFL_0787,AVAL,AVAR,VA9,AB alppaaapa,AB alaappapa,P9.aaaa,ABalppaaapa,ABalaappapa,P9aaaa,2.0,7.0,6.0,15.0,2.772589,exc,True
FFL_0788,AVAL,AVBR,AS10,AB alppaaapa,AB prpaapaap,P10.apa,ABalppaaapa,ABprpaapaap,P10apa,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_0789,AVAL,AVBR,AS3,AB alppaaapa,AB prpaapaap,P3.apa,ABalppaaapa,ABprpaapaap,P3apa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0790,AVAL,AVBR,AS4,AB alppaaapa,AB prpaapaap,P4.apa,ABalppaaapa,ABprpaapaap,P4apa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0791,AVAL,AVBR,AS5,AB alppaaapa,AB prpaapaap,P5.apa,ABalppaaapa,ABprpaapaap,P5apa,1.0,3.0,1.0,5.0,1.791759,exc,True
FFL_0792,AVAL,AVBR,AS7,AB alppaaapa,AB prpaapaap,P7.apa,ABalppaaapa,ABprpaapaap,P7apa,1.0,8.0,1.0,10.0,2.397895,exc,True
FFL_0793,AVAL,AVBR,AVAR,AB alppaaapa,AB prpaapaap,AB alaappapa,ABalppaaapa,ABprpaapaap,ABalaappapa,1.0,2.0,7.0,10.0,2.397895,exc,True
FFL_0794,AVAL,AVBR,DA5,AB alppaaapa,AB prpaapaap,AB prppapapp,ABalppaaapa,ABprpaapaap,ABprppapapp,1.0,7.0,1.0,9.0,2.302585,exc,True
FFL_0795,AVAL,AVBR,VA4,AB alppaaapa,AB prpaapaap,P4.aaaa,ABalppaaapa,ABprpaapaap,P4aaaa,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_0796,AVAL,AVBR,VA9,AB alppaaapa,AB prpaapaap,P9.aaaa,ABalppaaapa,ABprpaapaap,P9aaaa,1.0,7.0,1.0,9.0,2.302585,exc,True
FFL_0797,AVAL,AVDL,AS10,AB alppaaapa,AB alaaapalr,P10.apa,ABalppaaapa,ABalaaapalr,P10apa,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_0798,AVAL,AVDL,AS11,AB alppaaapa,AB alaaapalr,P11.apa,ABalppaaapa,ABalaaapalr,P11apa,1.0,4.0,2.0,7.0,2.079442,exc,True
FFL_0799,AVAL,AVDL,AS4,AB alppaaapa,AB alaaapalr,P4.apa,ABalppaaapa,ABalaaapalr,P4apa,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0800,AVAL,AVDL,AS5,AB alppaaapa,AB alaaapalr,P5.apa,ABalppaaapa,ABalaaapalr,P5apa,1.0,3.0,1.0,5.0,1.791759,exc,True
FFL_0801,AVAL,AVDL,AVAR,AB alppaaapa,AB alaaapalr,AB alaappapa,ABalppaaapa,ABalaaapalr,ABalaappapa,1.0,2.0,19.0,22.0,3.135494,exc,True
FFL_0802,AVAL,AVDL,DA1,AB alppaaapa,AB alaaapalr,AB prppapaap,ABalppaaapa,ABalaaapalr,ABprppapaap,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_0803,AVAL,AVDL,DA2,AB alppaaapa,AB alaaapalr,AB plppapapa,ABalppaaapa,ABalaaapalr,ABplppapapa,1.0,2.0,1.0,4.0,1.609438,exc,True
FFL_0804,AVAL,AVDL,DA3,AB alppaaapa,AB alaaapalr,AB prppapapa,ABalppaaapa,ABalaaapalr,ABprppapapa,1.0,6.0,4.0,11.0,2.484907,exc,True
FFL_0805,AVAL,AVDL,DA4,AB alppaaapa,AB alaaapalr,AB plppapapp,ABalppaaapa,ABalaaapalr,ABplppapapp,1.0,7.0,1.0,9.0,2.302585,exc,True
FFL_0806,AVAL,AVDL,DA5,AB alppaaapa,AB alaaapalr,AB prppapapp,ABalppaaapa,ABalaaapalr,ABprppapapp,1.0,7.0,1.0,9.0,2.302585,exc,True
FFL_0807,AVAL,AVDL,DA8,AB alppaaapa,AB alaaapalr,AB prpapappp,ABalppaaapa,ABalaaapalr,ABprpapappp,1.0,4.0,1.0,6.0,1.94591,exc,True
FFL_0808,AVAL,AVDL,LUAL,AB alppaaapa,AB alaaapalr,AB plpppaapap,ABalppaaapa,ABalaaapalr,ABplpppaapap,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0809,AVAL,AVDL,PVCL,AB alppaaapa,AB alaaapalr,AB plpppaapaa,ABalppaaapa,ABalaaapalr,ABplpppaapaa,1.0,10.0,1.0,12.0,2.564949,exc,True
FFL_0810,AVAL,AVDL,VA5,AB alppaaapa,AB alaaapalr,P5.aaaa,ABalppaaapa,ABalaaapalr,P5aaaa,1.0,3.0,1.0,5.0,1.791759,exc,True
FFL_0811,AVAL,AVHL,AVBR,AB alppaaapa,AB alapaaaaa,AB prpaapaap,ABalppaaapa,ABalapaaaaa,ABprpaapaap,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0812,AVAL,AVHL,AVDL,AB alppaaapa,AB alapaaaaa,AB alaaapalr,ABalppaaapa,ABalapaaaaa,ABalaaapalr,1.0,1.0,1.0,3.0,1.386294,exc,True
FFL_0813,AVAL,DA3,AS4,AB alppaaapa,AB prppapapa,P4.apa,ABalppaaapa,ABprppapapa,P4apa,6.0,1.0,1.0,8.0,2.197225,exc,True
FFL_0814,AVAL,DA3,DA4,AB alppaaapa,AB prppapapa,AB plppapapp,ABalppaaapa,ABprppapapa,ABplppapapp,6.0,7.0,2.0,15.0,2.772589,exc,True
FFL_0815,AVAL,DA4,DA3,AB alppaaapa,AB plppapapp,AB prppapapa,ABalppaaapa,ABplppapapp,ABprppapapa,7.0,6.0,1.0,14.0,2.70805,exc,True
FFL_0816,AVAL,LUAL,AVAR,AB alppaaapa,AB plpppaapap,AB alaappapa,ABalppaaapa,ABplpppaapap,ABalaappapa,1.0,2.0,6.0,9.0,2.302585,exc,True
FFL_0817,AVAL,LUAL,AVDL,AB alppaaapa,AB plpppaapap,AB alaaapalr,ABalppaaapa,ABplpppaapap,ABalaaapalr,1.0,1.0,4.0,6.0,1.94591,exc,True
FFL_0818,AVAL,PVCL,AVAR,AB alppaaapa,AB plpppaapaa,AB alaappapa,ABalppaaapa,ABplpppaapaa,ABalaappapa,10.0,2.0,4.0,16.0,2.833213,exc,True
FFL_0819,AVAL,PVCL,AVBR,AB alppaaapa,AB plpppaapaa,AB prpaapaap,ABalppaaapa,ABplpppaapaa,ABprpaapaap,10.0,1.0,12.0,23.0,3.178054,exc,True
FFL_0820,AVAL,PVCL,AVDL,AB alppaaapa,AB plpppaapaa,AB alaaapalr,ABalppaaapa,ABplpppaapaa,ABalaaapalr,10.0,1.0,5.0,16.0,2.833213,exc,True
FFL_0821,AVAL,PVCL,DA2,AB alppaaapa,AB plpppaapaa,AB plppapapa,ABalppaaapa,ABplpppaapaa,ABplppapapa,10.0,2.0,1.0,13.0,2.639057,exc,True
FFL_0822,AVAL,PVCL,DA5,AB alppaaapa,AB plpppaapaa,AB prppapapp,ABalppaaapa,ABplpppaapaa,ABprppapapp,10.0,7.0,1.0,18.0,2.944439,exc,True
FFL_0823,AVAL,PVCL,DA6,AB alppaaapa,AB plpppaapaa,AB plpppaaap,ABalppaaapa,ABplpppaapaa,ABplpppaaap,10.0,11.0,1.0,22.0,3.135494,exc,True
FFL_0824,AVAL,PVCL,DB5,AB alppaaapa,AB plpppaapaa,AB plpapappp,ABalppaaapa,ABplpppaapaa,ABplpapappp,10.0,2.0,2.0,14.0,2.70805,exc,True
FFL_0825,AVAL,PVCL,DB6,AB alppaaapa,AB plpppaapaa,AB plppaappp,ABalppaaapa,ABplpppaapaa,ABplppaappp,10.0,1.0,2.0,13.0,2.639057,exc,True
FFL_0826,AVAL,PVCL,PVCR,AB alppaaapa,AB plpppaapaa,AB prpppaapaa,ABalppaaapa,ABplpppaapaa,ABprpppaapaa,10.0,6.0,2.0,18.0,2.944439,exc,True
FFL_0827,AVAL,PVCR,AS2,AB alppaaapa,AB prpppaapaa,P2.apa,ABalppaaapa,ABprpppaapaa,P2apa,6.0,1.0,1.0,8.0,2.197225,exc,True
FFL_0828,AVAL,PVCR,AVAR,AB alppaaapa,AB prpppaapaa,AB alaappapa,ABalppaaapa,ABprpppaapaa,ABalaappapa,6.0,2.0,7.0,15.0,2.772589,exc,True
FFL_0829,AVAL,PVCR,AVBR,AB alppaaapa,AB prpppaapaa,AB prpaapaap,ABalppaaapa,ABprpppaapaa,ABprpaapaap,6.0,1.0,6.0,13.0,2.639057,exc,True
FFL_0830,AVAL,PVCR,AVDL,AB alppaaapa,AB prpppaapaa,AB alaaapalr,ABalppaaapa,ABprpppaapaa,ABalaaapalr,6.0,1.0,5.0,12.0,2.564949,exc,True
FFL_0831,AVAL,PVCR,DA9,AB alppaaapa,AB prpppaapaa,AB plpppaaaa,ABalppaaapa,ABprpppaapaa,ABplpppaaaa,6.0,3.0,1.0,10.0,2.397895,exc,True
