cell,fate,fate_id,method,purity,n_leaves,n_embryos
ABplpaaaapappapp,excretory,7,ancestor,1.0,1,1
ABplpaaaapappp,excretory,7,ancestor,1.0,1,1
ABplpaaaapapppa,excretory,7,ancestor,1.0,1,1
ABplpaaaapapppaa,excretory,7,ancestor,1.0,1,1
ABplpaaaapapppap,excretory,7,ancestor,1.0,1,1
ABplpaaaapapppp,excretory,7,ancestor,1.0,1,1
ABplpaaaapappppa,excretory,7,ancestor,1.0,1,1
ABplpaaaapappppp,excretory,7,ancestor,1.0,1,1
ABplpaaaapp,muscle,1,exact,1.0,1,11
ABplpaaaappa,muscle,1,ancestor,1.0,1,1
ABplpaaaappaa,muscle,1,ancestor,1.0,1,1
ABplpaaaappap,muscle,1,ancestor,1.0,1,1
ABplpaaaappp,muscle,1,ancestor,1.0,1,1
ABplpaaap,neuron,0,consensus,0.75,4,257
ABplpaaapa,mixed,11,consensus,0.5,2,232
ABplpaaapaa,neuron,0,exact,1.0,1,1
ABplpaaapap,glia,5,exact,1.0,1,1
ABplpaaapp,neuron,0,consensus,1.0,2,232
ABplpaaappa,neuron,0,consensus,1.0,1,4
ABplpaaappp,neuron,0,exact,1.0,1,4
ABplpaap,neuron,0,consensus,0.75,8,258
ABplpaapa,mixed,11,consensus,0.5,4,257
ABplpaapaa,neuron,0,consensus,1.0,2,232
ABplpaapaaa,neuron,0,exact,1.0,1,1
ABplpaapaaaa,neuron,0,ancestor,1.0,1,1
ABplpaapaaaaa,neuron,0,ancestor,1.0,1,1
ABplpaapaaaap,neuron,0,ancestor,1.0,1,1
ABplpaapaaap,neuron,0,ancestor,1.0,1,1
ABplpaapaaapa,neuron,0,ancestor,1.0,1,1
ABplpaapaaapp,neuron,0,ancestor,1.0,1,1
ABplpaapaaappa,neuron,0,ancestor,1.0,1,1
ABplpaapaaappp,neuron,0,ancestor,1.0,1,1
ABplpaapaap,neuron,0,exact,1.0,1,1
ABplpaapaapa,neuron,0,ancestor,1.0,1,1
ABplpaapaapaa,neuron,0,ancestor,1.0,1,1
ABplpaapaapaaa,neuron,0,ancestor,1.0,1,1
ABplpaapaapaaaa,neuron,0,ancestor,1.0,1,1
ABplpaapaapaaap,neuron,0,ancestor,1.0,1,1
ABplpaapaapaaapa,neuron,0,ancestor,1.0,1,1
ABplpaapaapaaapp,neuron,0,ancestor,1.0,1,1
ABplpaapaapaap,neuron,0,ancestor,1.0,1,1
ABplpaapaapaapa,neuron,0,ancestor,1.0,1,1
ABplpaapaapaapaa,neuron,0,ancestor,1.0,1,1
ABplpaapaapaapap,neuron,0,ancestor,1.0,1,1
ABplpaapaapaapp,neuron,0,ancestor,1.0,1,1
ABplpaapaapaappa,neuron,0,ancestor,1.0,1,1
ABplpaapaapaappaa,neuron,0,ancestor,1.0,1,1
ABplpaapaapaappaaa,neuron,0,ancestor,1.0,1,1
ABplpaapaapaappaap,neuron,0,ancestor,1.0,1,1
ABplpaapaapaappap,neuron,0,ancestor,1.0,1,1
ABplpaapaapaappp,neuron,0,ancestor,1.0,1,1
ABplpaapaapaapppa,neuron,0,ancestor,1.0,1,1
ABplpaapaapaapppaa,neuron,0,ancestor,1.0,1,1
ABplpaapaapaapppap,neuron,0,ancestor,1.0,1,1
ABplpaapaapaapppp,neuron,0,ancestor,1.0,1,1
ABplpaapaapap,neuron,0,ancestor,1.0,1,1
ABplpaapaapp,neuron,0,ancestor,1.0,1,1
ABplpaapaappa,neuron,0,ancestor,1.0,1,1
ABplpaapaappp,neuron,0,ancestor,1.0,1,1
ABplpaapaapppa,neuron,0,ancestor,1.0,1,1
ABplpaapaapppp,neuron,0,ancestor,1.0,1,1
ABplpaapap,mixed,11,consensus,0.5,2,232
ABplpaapapa,glia,5,exact,1.0,1,1
ABplpaapapaa,glia,5,ancestor,1.0,1,1
ABplpaapapaaa,glia,5,ancestor,1.0,1,1
ABplpaapapaap,glia,5,ancestor,1.0,1,1
ABplpaapapap,glia,5,ancestor,1.0,1,1
ABplpaapapp,death,9,exact,1.0,1,1
ABplpaapappa,death,9,ancestor,1.0,1,1
ABplpaapappaa,death,9,ancestor,1.0,1,1
ABplpaapappaaa,death,9,ancestor,1.0,1,1
ABplpaapappaap,death,9,ancestor,1.0,1,1
ABplpaapappaapa,death,9,ancestor,1.0,1,1
ABplpaapappaapp,death,9,ancestor,1.0,1,1
ABplpaapappap,death,9,ancestor,1.0,1,1
ABplpaapappp,death,9,ancestor,1.0,1,1
ABplpaapapppa,death,9,ancestor,1.0,1,1
ABplpaapapppp,death,9,ancestor,1.0,1,1
ABplpaapp,neuron,0,consensus,1.0,4,257
ABplpaappa,neuron,0,consensus,1.0,2,233
ABplpaappaa,neuron,0,exact,1.0,1,6
ABplpaappap,neuron,0,exact,1.0,1,6
ABplpaappp,neuron,0,consensus,1.0,2,233
ABplpaapppa,neuron,0,exact,1.0,1,10
ABplpaapppaa,neuron,0,ancestor,1.0,1,1
ABplpaapppap,neuron,0,ancestor,1.0,1,1
ABplpaapppapa,neuron,0,ancestor,1.0,1,1
ABplpaapppapp,neuron,0,ancestor,1.0,1,1
ABplpaapppp,neuron,0,consensus,1.0,1,10
ABplpaappppa,neuron,0,exact,1.0,1,1
ABplpaappppp,neuron,0,ancestor,1.0,1,1
ABplpaapppppa,neuron,0,ancestor,1.0,1,1
ABplpaapppppp,neuron,0,ancestor,1.0,1,1
ABplpap,mixed,11,consensus,0.357,14,258
ABplpapa,mixed,11,consensus,0.375,8,258
ABplpapaa,mixed,11,consensus,0.5,4,257
ABplpapaaa,neuron,0,consensus,1.0,2,233
ABplpapaaaa,neuron,0,exact,1.0,1,3
ABplpapaaap,neuron,0,exact,1.0,1,3
ABplpapaap,other,10,consensus,1.0,2,233
ABplpapaapa,other,10,exact,1.0,1,3
ABplpapaapp,other,10,exact,1.0,1,3
ABplpapaappa,other,10,ancestor,1.0,1,1
ABplpapaappaa,other,10,ancestor,1.0,1,1
ABplpapaappap,other,10,ancestor,1.0,1,1
ABplpapaappp,other,10,ancestor,1.0,1,1
ABplpapaapppa,other,10,ancestor,1.0,1,1
ABplpapaapppp,other,10,ancestor,1.0,1,1
ABplpapaappppa,other,10,ancestor,1.0,1,1
ABplpapaappppaa,other,10,ancestor,1.0,1,1
ABplpapaappppap,other,10,ancestor,1.0,1,1
ABplpapaappppp,other,10,ancestor,1.0,1,1
ABplpapaapppppa,other,10,ancestor,1.0,1,1
ABplpapaapppppp,other,10,ancestor,1.0,1,1
ABplpapap,mixed,11,consensus,0.25,4,257
ABplpapapa,mixed,11,consensus,0.5,2,233
ABplpapapaa,excretory,7,exact,1.0,1,6
ABplpapapap,neuron,0,exact,1.0,1,6
ABplpapapapa,neuron,0,ancestor,1.0,1,1
ABplpapapapp,neuron,0,ancestor,1.0,1,1
ABplpapapappa,neuron,0,ancestor,1.0,1,1
ABplpapapappp,neuron,0,ancestor,1.0,1,1
ABplpapapp,mixed,11,consensus,0.5,2,233
ABplpapappa,other,10,exact,1.0,1,5
ABplpapappaa,other,10,ancestor,1.0,1,1
ABplpapappaaa,other,10,ancestor,1.0,1,1
ABplpapappaaaa,other,10,ancestor,1.0,1,1
ABplpapappaaap,other,10,ancestor,1.0,1,1
ABplpapappaap,other,10,ancestor,1.0,1,1
ABplpapappap,other,10,ancestor,1.0,1,1
ABplpapappp,muscle,1,exact,1.0,1,5
ABplpapp,mixed,11,consensus,0.333,6,258
ABplpappa,mixed,11,consensus,0.5,2,257
ABplpappaa,mixed,11,consensus,0.5,2,236
ABplpappaaa,neuron,0,exact,1.0,1,28
ABplpappaap,excretory,7,exact,1.0,1,28
ABplpappaapa,excretory,7,ancestor,1.0,1,2
ABplpappaapaa,excretory,7,ancestor,1.0,1,1
ABplpappaapaaa,excretory,7,ancestor,1.0,1,1
ABplpappaapaap,excretory,7,ancestor,1.0,1,1
ABplpappaapaapa,excretory,7,ancestor,1.0,1,1
ABplpappaapaapp,excretory,7,ancestor,1.0,1,1
ABplpappaapap,excretory,7,ancestor,1.0,1,1
ABplpappaapp,excretory,7,ancestor,1.0,1,2
ABplpappap,mixed,11,ancestor,0.5,2,236
ABplpappapa,mixed,11,ancestor,0.5,2,2
ABplpappapaa,mixed,11,ancestor,0.5,2,1
ABplpappapap,mixed,11,ancestor,0.5,2,1
ABplpappapapa,mixed,11,ancestor,0.5,2,1
ABplpappapapp,mixed,11,ancestor,0.5,2,1
ABplpappapappa,mixed,11,ancestor,0.5,2,1
ABplpappapappp,mixed,11,ancestor,0.5,2,1
ABplpappapp,mixed,11,ancestor,0.5,2,2
ABplpappp,mixed,11,consensus,0.5,4,257
ABplpapppa,other,10,consensus,1.0,2,231
ABplpapppaa,other,10,exact,1.0,1,3
ABplpapppap,other,10,exact,1.0,1,3
ABplpapppp,mixed,11,consensus,0.5,2,231
ABplpappppa,neuron,0,exact,1.0,1,2
ABplpappppp,intestine,4,exact,1.0,1,2
ABplpapppppa,intestine,4,ancestor,1.0,1,1
ABplpapppppp,intestine,4,ancestor,1.0,1,1
ABplpp,mixed,11,consensus,0.414,29,260
ABplppa,mixed,11,consensus,0.571,14,260
ABplppaa,neuron,0,consensus,0.6,5,260
ABplppaaa,mixed,11,consensus,0.5,2,258
ABplppaaaa,mixed,11,consensus,0.5,2,234
ABplppaaaaa,other,10,exact,1.0,1,4
ABplppaaaap,neuron,0,consensus,1.0,1,4
ABplppaaaapa,neuron,0,ancestor,1.0,1,1
ABplppaaaapp,neuron,0,exact,1.0,1,1
ABplppaaaappa,neuron,0,ancestor,1.0,1,1
ABplppaaaappp,neuron,0,ancestor,1.0,1,1
ABplppaaaapppa,neuron,0,ancestor,1.0,1,1
ABplppaaaapppaa,neuron,0,ancestor,1.0,1,1
ABplppaaaapppap,neuron,0,ancestor,1.0,1,1
ABplppaaaapppp,neuron,0,ancestor,1.0,1,1
ABplppaaaappppa,neuron,0,ancestor,1.0,1,1
ABplppaaaappppp,neuron,0,ancestor,1.0,1,1
ABplppaaap,mixed,11,ancestor,0.5,2,234
ABplppaaapa,mixed,11,ancestor,0.5,2,1
ABplppaaapaa,mixed,11,ancestor,0.5,2,1
ABplppaaapap,mixed,11,ancestor,0.5,2,1
ABplppaaapp,mixed,11,ancestor,0.5,2,1
ABplppaap,neuron,0,consensus,0.667,3,258
ABplppaapa,neuron,0,consensus,1.0,1,234
ABplppaapaa,neuron,0,ancestor,1.0,1,3
ABplppaapap,neuron,0,exact,1.0,1,3
ABplppaapp,mixed,11,consensus,0.5,2,234
ABplppaappa,neuron,0,exact,1.0,1,4
ABplppaappaa,neuron,0,ancestor,1.0,1,1
ABplppaappap,neuron,0,ancestor,1.0,1,1
ABplppaappp,muscle,1,exact,1.0,1,4
ABplppaapppa,muscle,1,ancestor,1.0,1,1
ABplppaapppp,muscle,1,ancestor,1.0,1,1
ABplppap,mixed,11,consensus,0.556,9,260
ABplppapa,muscle,1,consensus,0.8,5,259
ABplppapaa,muscle,1,consensus,0.667,3,235
ABplppapaaa,mixed,11,consensus,0.5,2,3
ABplppapaaaa,muscle,1,exact,1.0,1,1
ABplppapaaaaa,muscle,1,ancestor,1.0,1,1
ABplppapaaaap,muscle,1,ancestor,1.0,1,1
ABplppapaaaapa,muscle,1,ancestor,1.0,1,1
ABplppapaaaapaa,muscle,1,ancestor,1.0,1,1
ABplppapaaaapap,muscle,1,ancestor,1.0,1,1
ABplppapaaaapp,muscle,1,ancestor,1.0,1,1
ABplppapaaap,neuron,0,exact,1.0,1,1
ABplppapaap,muscle,1,exact,1.0,1,3
ABplppapap,muscle,1,consensus,1.0,2,235
ABplppapapa,muscle,1,exact,1.0,1,4
ABplppapapaa,muscle,1,ancestor,1.0,1,1
ABplppapapaaa,muscle,1,ancestor,1.0,1,1
ABplppapapaaaa,muscle,1,ancestor,1.0,1,1
ABplppapapaaap,muscle,1,ancestor,1.0,1,1
ABplppapapaap,muscle,1,ancestor,1.0,1,1
ABplppapapap,muscle,1,ancestor,1.0,1,1
ABplppapapp,muscle,1,exact,1.0,1,4
ABplppapp,neuron,0,consensus,1.0,4,259
ABplppappa,neuron,0,consensus,1.0,2,235
ABplppappaa,neuron,0,exact,1.0,1,4
ABplppappaaa,neuron,0,ancestor,1.0,1,1
ABplppappaap,neuron,0,ancestor,1.0,1,1
ABplppappap,neuron,0,exact,1.0,1,4
ABplppappapa,neuron,0,ancestor,1.0,1,2
ABplppappapaa,neuron,0,ancestor,1.0,1,2
ABplppappapap,neuron,0,ancestor,1.0,1,2
ABplppappapapa,neuron,0,ancestor,1.0,1,1
ABplppappapapp,neuron,0,ancestor,1.0,1,1
ABplppappapp,neuron,0,ancestor,1.0,1,2
ABplppappp,neuron,0,consensus,1.0,2,235
ABplppapppa,neuron,0,exact,1.0,1,4
ABplppapppaa,neuron,0,ancestor,1.0,1,1
ABplppapppaaa,neuron,0,ancestor,1.0,1,1
ABplppapppaap,neuron,0,ancestor,1.0,1,1
ABplppapppaapa,neuron,0,ancestor,1.0,1,1
ABplppapppaapaa,neuron,0,ancestor,1.0,1,1
ABplppapppaapaaa,neuron,0,ancestor,1.0,1,1
ABplppapppaapaap,neuron,0,ancestor,1.0,1,1
ABplppapppaapap,neuron,0,ancestor,1.0,1,1
ABplppapppaapp,neuron,0,ancestor,1.0,1,1
ABplppapppaappa,neuron,0,ancestor,1.0,1,1
ABplppapppaappp,neuron,0,ancestor,1.0,1,1
ABplppapppap,neuron,0,ancestor,1.0,1,1
ABplppapppp,neuron,0,exact,1.0,1,4
ABplppappppa,neuron,0,ancestor,1.0,1,1
ABplppappppaa,neuron,0,ancestor,1.0,1,1
ABplppappppap,neuron,0,ancestor,1.0,1,1
ABplppappppp,neuron,0,ancestor,1.0,1,1
ABplppapppppa,neuron,0,ancestor,1.0,1,1
ABplppapppppp,neuron,0,ancestor,1.0,1,1
ABplppp,mixed,11,consensus,0.267,15,260
ABplpppa,mixed,11,consensus,0.429,7,260
ABplpppaa,neuron,0,consensus,0.6,5,259
ABplpppaaa,muscle,1,consensus,1.0,2,234
ABplpppaaaa,muscle,1,exact,1.0,1,3
ABplpppaaap,muscle,1,exact,1.0,1,3
ABplpppaap,neuron,0,consensus,1.0,3,234
ABplpppaapa,neuron,0,consensus,1.0,2,5
ABplpppaapp,neuron,0,exact,1.0,1,5
ABplpppap,mixed,11,consensus,0.5,2,259
ABplpppapa,mixed,11,consensus,0.5,2,234
ABplpppapaa,glia,5,exact,1.0,1,13
ABplpppapaaa,glia,5,ancestor,1.0,1,1
ABplpppapaaaa,glia,5,ancestor,1.0,1,1
ABplpppapaaap,glia,5,ancestor,1.0,1,1
ABplpppapaap,glia,5,ancestor,1.0,1,1
ABplpppapap,hypodermis,2,exact,1.0,1,13
ABplpppapp,mixed,11,ancestor,0.5,2,234
ABplpppappa,mixed,11,ancestor,0.5,2,3
ABplpppappaa,mixed,11,ancestor,0.5,2,1
ABplpppappap,mixed,11,ancestor,0.5,2,1
ABplpppappp,mixed,11,ancestor,0.5,2,3
ABplpppapppa,mixed,11,ancestor,0.5,2,1
ABplpppapppaa,mixed,11,ancestor,0.5,2,1
ABplpppapppaaa,mixed,11,ancestor,0.5,2,1
ABplpppapppaaaa,mixed,11,ancestor,0.5,2,1
ABplpppapppaaaaa,mixed,11,ancestor,0.5,2,1
ABplpppapppaaaaaa,mixed,11,ancestor,0.5,2,1
ABplpppapppaaaaap,mixed,11,ancestor,0.5,2,1
ABplpppapppaaaap,mixed,11,ancestor,0.5,2,1
ABplpppapppaaap,mixed,11,ancestor,0.5,2,1
ABplpppapppaap,mixed,11,ancestor,0.5,2,1
ABplpppapppap,mixed,11,ancestor,0.5,2,1
ABplpppapppp,mixed,11,ancestor,0.5,2,1
ABplpppappppa,mixed,11,ancestor,0.5,2,1
ABplpppappppaa,mixed,11,ancestor,0.5,2,1
ABplpppappppap,mixed,11,ancestor,0.5,2,1
ABplpppappppapa,mixed,11,ancestor,0.5,2,1
ABplpppappppapp,mixed,11,ancestor,0.5,2,1
ABplpppappppp,mixed,11,ancestor,0.5,2,1
ABplpppapppppa,mixed,11,ancestor,0.5,2,1
ABplpppapppppp,mixed,11,ancestor,0.5,2,1
ABplpppp,mixed,11,consensus,0.25,8,260
ABplppppa,mixed,11,consensus,0.5,4,259
ABplppppaa,mixed,11,consensus,0.5,2,235
ABplppppaaa,neuron,0,exact,1.0,1,9
ABplppppaap,intestine,4,exact,1.0,1,9
ABplppppap,other,10,consensus,1.0,2,235
ABplppppapa,other,10,exact,1.0,1,8
ABplppppapp,other,10,exact,1.0,1,8
ABplppppp,mixed,11,consensus,0.5,4,259
ABplpppppa,mixed,11,consensus,0.5,2,235
ABplpppppaa,intestine,4,exact,1.0,1,7
ABplpppppap,muscle,1,exact,1.0,1,7
ABplpppppp,hypodermis,2,consensus,1.0,2,235
ABplppppppa,hypodermis,2,exact,1.0,1,11
ABplppppppaa,hypodermis,2,ancestor,1.0,1,1
ABplppppppap,hypodermis,2,ancestor,1.0,1,1
ABplppppppp,hypodermis,2,exact,1.0,1,11
ABplpppppppa,hypodermis,2,ancestor,1.0,1,1
ABplpppppppp,hypodermis,2,ancestor,1.0,1,1
ABpr,mixed,11,consensus,0.486,107,260
ABpra,mixed,11,consensus,0.447,47,260
ABpraa,mixed,11,consensus,0.52,25,260
ABpraaa,neuron,0,consensus,0.692,13,259
ABpraaaa,mixed,11,consensus,0.5,6,258
ABpraaaaa,glia,5,consensus,0.667,3,256
ABpraaaaaa,mixed,11,consensus,0.5,2,233
ABpraaaaaaa,neuron,0,exact,1.0,1,1
ABpraaaaaap,glia,5,exact,1.0,1,1
ABpraaaaap,glia,5,consensus,1.0,1,233
ABpraaaaapd,glia,5,exact,1.0,1,2
ABpraaaaapv,glia,5,ancestor,1.0,1,2
ABpraaaaapva,glia,5,ancestor,1.0,1,1
ABpraaaaapvp,glia,5,ancestor,1.0,1,1
ABpraaaaapvpa,glia,5,ancestor,1.0,1,1
ABpraaaaapvpp,glia,5,ancestor,1.0,1,1
ABpraaaap,neuron,0,consensus,0.667,3,256
ABpraaaapa,mixed,11,consensus,0.5,2,233
ABpraaaapad,neuron,0,exact,1.0,1,3
ABpraaaapav,glia,5,exact,1.0,1,3
ABpraaaapp,neuron,0,consensus,1.0,1,233
ABpraaaappa,neuron,0,ancestor,1.0,1,4
ABpraaaappp,neuron,0,consensus,1.0,1,4
ABpraaaapppa,neuron,0,exact,1.0,1,2
ABpraaaapppaa,neuron,0,ancestor,1.0,1,1
ABpraaaapppap,neuron,0,ancestor,1.0,1,1
ABpraaaapppp,neuron,0,ancestor,1.0,1,2
ABpraaaappppa,neuron,0,ancestor,1.0,1,2
ABpraaaappppaa,neuron,0,ancestor,1.0,1,2
ABpraaaappppap,neuron,0,ancestor,1.0,1,2
ABpraaaappppp,neuron,0,ancestor,1.0,1,2
ABpraaaapppppa,neuron,0,ancestor,1.0,1,2
ABpraaaapppppaa,neuron,0,ancestor,1.0,1,1
ABpraaaapppppaaa,neuron,0,ancestor,1.0,1,1
ABpraaaapppppaap,neuron,0,ancestor,1.0,1,1
ABpraaaapppppap,neuron,0,ancestor,1.0,1,1
ABpraaaapppppp,neuron,0,ancestor,1.0,1,2
ABpraaap,neuron,0,consensus,0.857,7,258
ABpraaapa,neuron,0,consensus,1.0,2,257
ABpraaapaa,neuron,0,consensus,1.0,1,233
ABpraaapaad,neuron,0,exact,1.0,1,2
ABpraaapaada,neuron,0,ancestor,1.0,1,1
ABpraaapaadp,neuron,0,ancestor,1.0,1,1
ABpraaapaav,neuron,0,ancestor,1.0,1,2
ABpraaapaava,neuron,0,ancestor,1.0,1,2
ABpraaapaavp,neuron,0,ancestor,1.0,1,2
ABpraaapaavpa,neuron,0,ancestor,1.0,1,1
ABpraaapaavpp,neuron,0,ancestor,1.0,1,1
ABpraaapaavppa,neuron,0,ancestor,1.0,1,1
ABpraaapaavppaa,neuron,0,ancestor,1.0,1,1
ABpraaapaavppap,neuron,0,ancestor,1.0,1,1
ABpraaapaavppp,neuron,0,ancestor,1.0,1,1
ABpraaapap,neuron,0,consensus,1.0,1,233
ABpraaapapa,neuron,0,consensus,1.0,1,1
ABpraaapapaa,neuron,0,exact,1.0,1,1
ABpraaapapap,neuron,0,ancestor,1.0,1,1
ABpraaapapp,neuron,0,ancestor,1.0,1,1
ABpraaapappa,neuron,0,ancestor,1.0,1,1
ABpraaapappaa,neuron,0,ancestor,1.0,1,1
ABpraaapappap,neuron,0,ancestor,1.0,1,1
ABpraaapappapa,neuron,0,ancestor,1.0,1,1
ABpraaapappapp,neuron,0,ancestor,1.0,1,1
ABpraaapappp,neuron,0,ancestor,1.0,1,1
ABpraaapapppa,neuron,0,ancestor,1.0,1,1
ABpraaapapppaa,neuron,0,ancestor,1.0,1,1
ABpraaapapppaaa,neuron,0,ancestor,1.0,1,1
ABpraaapapppaaaa,neuron,0,ancestor,1.0,1,1
ABpraaapapppaaap,neuron,0,ancestor,1.0,1,1
ABpraaapapppaap,neuron,0,ancestor,1.0,1,1
ABpraaapapppap,neuron,0,ancestor,1.0,1,1
ABpraaapapppapa,neuron,0,ancestor,1.0,1,1
ABpraaapapppapaa,neuron,0,ancestor,1.0,1,1
ABpraaapapppapap,neuron,0,ancestor,1.0,1,1
ABpraaapapppapp,neuron,0,ancestor,1.0,1,1
ABpraaapapppappa,neuron,0,ancestor,1.0,1,1
ABpraaapapppappp,neuron,0,ancestor,1.0,1,1
ABpraaapapppp,neuron,0,ancestor,1.0,1,1
ABpraaapp,neuron,0,consensus,0.8,5,257
ABpraaappa,mixed,11,consensus,0.5,2,234
ABpraaappaa,neuron,0,exact,1.0,1,3
ABpraaappap,glia,5,exact,1.0,1,3
ABpraaappapa,glia,5,ancestor,1.0,1,1
ABpraaappapaa,glia,5,ancestor,1.0,1,1
ABpraaappapap,glia,5,ancestor,1.0,1,1
ABpraaappapapa,glia,5,ancestor,1.0,1,1
ABpraaappapapp,glia,5,ancestor,1.0,1,1
ABpraaappapp,glia,5,ancestor,1.0,1,1
ABpraaappappa,glia,5,ancestor,1.0,1,1
ABpraaappappp,glia,5,ancestor,1.0,1,1
ABpraaappp,neuron,0,consensus,1.0,3,234
ABpraaapppa,neuron,0,consensus,1.0,1,31
ABpraaapppp,neuron,0,consensus,1.0,2,31
ABpraaappppa,neuron,0,exact,1.0,1,1
ABpraaappppaa,neuron,0,ancestor,1.0,1,1
ABpraaappppaaa,neuron,0,ancestor,1.0,1,1
ABpraaappppaaaa,neuron,0,ancestor,1.0,1,1
ABpraaappppaaap,neuron,0,ancestor,1.0,1,1
ABpraaappppaap,neuron,0,ancestor,1.0,1,1
ABpraaappppap,neuron,0,ancestor,1.0,1,1
ABpraaappppp,neuron,0,exact,1.0,1,1
ABpraap,mixed,11,consensus,0.417,12,259
ABpraapa,mixed,11,consensus,0.5,8,258
ABpraapaa,mixed,11,consensus,0.5,4,257
ABpraapaaa,mixed,11,consensus,0.5,2,232
ABpraapaaaa,hypodermis,2,exact,1.0,1,1
ABpraapaaaaa,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaaaa,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaaaaa,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaaaaaa,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaaaaaaa,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaaaaaap,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaaaaap,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaaaap,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaaaapa,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaaaapp,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaaap,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaaapa,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaaapaa,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaaapap,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaaapp,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaap,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaapa,hypodermis,2,ancestor,1.0,1,1
ABpraapaaaapp,hypodermis,2,ancestor,1.0,1,1
ABpraapaaap,glia,5,exact,1.0,1,1
ABpraapaap,mixed,11,consensus,0.5,2,232
ABpraapap,neuron,0,consensus,0.75,4,257
ABpraapapa,mixed,11,consensus,0.5,2,232
ABpraapapp,neuron,0,consensus,1.0,2,232
ABpraapappa,neuron,0,exact,1.0,1,3
ABpraapappp,neuron,0,consensus,1.0,1,3
ABpraapp,hypodermis,2,consensus,1.0,4,258
ABpraappa,hypodermis,2,consensus,1.0,2,257
ABpraappaa,hypodermis,2,exact,1.0,1,233
ABpraappaaa,hypodermis,2,ancestor,1.0,1,1
ABpraappaap,hypodermis,2,ancestor,1.0,1,1
ABpraappaapa,hypodermis,2,ancestor,1.0,1,1
ABpraappaapp,hypodermis,2,ancestor,1.0,1,1
ABpraappap,hypodermis,2,exact,1.0,1,233
ABpraappp,hypodermis,2,consensus,1.0,2,257
ABpraapppa,hypodermis,2,exact,1.0,1,233
ABpraapppaa,hypodermis,2,ancestor,1.0,1,1
ABpraapppap,hypodermis,2,ancestor,1.0,1,1
ABpraapppp,hypodermis,2,exact,1.0,1,233
ABprap,mixed,11,consensus,0.409,22,260
ABprapa,mixed,11,consensus,0.462,13,260
ABprapaa,neuron,0,consensus,0.714,7,260
ABprapaaa,neuron,0,consensus,1.0,5,258
ABprapaaaa,neuron,0,consensus,1.0,2,235
ABprapaaaaa,neuron,0,ancestor,1.0,2,3
ABprapaaaap,neuron,0,consensus,1.0,2,3
ABprapaaap,neuron,0,consensus,1.0,3,235
ABprapaaapa,neuron,0,consensus,1.0,2,5
ABprapaaapp,neuron,0,exact,1.0,1,5
ABprapaap,mixed,11,consensus,0.5,2,258
ABprapaapa,other,10,exact,1.0,1,236
ABprapaapp,hypodermis,2,exact,1.0,1,236
ABprapap,mixed,11,consensus,0.5,6,260
ABprapapa,hypodermis,2,consensus,0.667,3,259
ABprapapaa,mixed,11,consensus,0.5,2,237
ABprapapap,hypodermis,2,exact,1.0,1,237
ABprapapapa,hypodermis,2,ancestor,1.0,1,1
ABprapapapp,hypodermis,2,ancestor,1.0,1,1
ABprapapappa,hypodermis,2,ancestor,1.0,1,1
ABprapapappaa,hypodermis,2,ancestor,1.0,1,1
ABprapapappap,hypodermis,2,ancestor,1.0,1,1
ABprapapappp,hypodermis,2,ancestor,1.0,1,1
ABprapapp,mixed,11,consensus,0.333,3,259
ABprapappa,hypodermis,2,exact,1.0,1,237
ABprapappp,mixed,11,consensus,0.5,2,237
ABprapapppa,mixed,11,ancestor,0.5,2,4
ABprapapppp,mixed,11,consensus,0.5,2,4
ABprapp,mixed,11,consensus,0.556,9,260
ABprappa,hypodermis,2,consensus,1.0,4,260
ABprappaa,hypodermis,2,consensus,1.0,2,259
ABprappaaa,hypodermis,2,exact,1.0,1,236
ABprappaap,hypodermis,2,exact,1.0,1,236
ABprappap,hypodermis,2,consensus,1.0,2,259
ABprappapa,hypodermis,2,exact,1.0,1,237
ABprappapp,hypodermis,2,exact,1.0,1,237
ABprappp,mixed,11,consensus,0.4,5,260
ABprapppa,neuron,0,consensus,0.667,3,259
ABprapppaa,neuron,0,consensus,1.0,1,236
ABprapppaaa,neuron,0,exact,1.0,1,2
ABprapppaap,neuron,0,ancestor,1.0,1,2
ABprapppaapa,neuron,0,ancestor,1.0,1,1
ABprapppaapaa,neuron,0,ancestor,1.0,1,1
ABprapppaapap,neuron,0,ancestor,1.0,1,1
ABprapppaapp,neuron,0,ancestor,1.0,1,1
ABprapppap,mixed,11,consensus,0.5,2,236
ABprapppapa,mixed,11,ancestor,0.5,2,3
ABprapppapp,mixed,11,consensus,0.5,2,3
